Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
multimodaldelta_alpha=0.2_rise=1.0_fall=1.0,12.53125,5.442795553527617,forage_phonologicaldynamicswitch,5.0892998098682245,2.0664781955329232,3.9205682642561763,1.0370430491761067,-0.9673982511890756,1.162505718067072
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,10.09375,3.243834295629171,forage_dynamic,5.231700091134607,2.0817095914420722,4.1732953259973495,0.6559112752524191,,
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,10.09375,3.243834295629171,forage_phonologicaldynamicglobal,5.240321988302985,2.551120584853344,5.229810670870336,2.2202290492365604,-0.19401764589015927,0.4100319638180575
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,10.09375,3.243834295629171,forage_phonologicaldynamiclocal,5.336681032863147,2.558713844815021,4.78887407020259,2.3009952594324834,-0.0966852505332747,0.4151586957072559
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,10.09375,3.243834295629171,forage_phonologicaldynamicswitch,5.115198898559623,2.0715464206856855,4.175667187196988,0.6553645318010962,-0.7531970610662244,1.0031886393195835
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,8.71875,3.104778323407325,forage_dynamic,5.206907612839183,2.0831555911825617,4.091800588470684,0.6462345821525008,,
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,8.71875,3.104778323407325,forage_phonologicaldynamicglobal,5.2117844833417415,2.5517075841403316,5.161917228644534,2.232086481488829,-0.20307401045032472,0.4382859433441189
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,8.71875,3.104778323407325,forage_phonologicaldynamiclocal,5.300104809458424,2.558310693536345,4.771613817134557,2.2784107898227,-0.11533889362099747,0.4075152989279477
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,8.71875,3.104778323407325,forage_phonologicaldynamicswitch,5.101876109675753,2.075197392048835,4.094085692193676,0.6459130218734689,-1.0690720927085147,1.1381841674528763
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,7.75,3.010398644698074,forage_dynamic,5.192401289743616,2.082019068424527,4.025635150854376,0.6783020119818173,,
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,7.75,3.010398644698074,forage_phonologicaldynamicglobal,5.195374335267241,2.551322659245101,5.092800347618299,2.265783897942485,-0.20019993404861283,0.4166596949324549
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,7.75,3.010398644698074,forage_phonologicaldynamiclocal,5.279502165732319,2.558669933148162,4.743307840545058,2.298796192728249,-0.12420233254517773,0.40749265285224645
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,7.75,3.010398644698074,forage_phonologicaldynamicswitch,5.091783454295179,2.0729747373043788,4.027804793270925,0.6779491139928473,-1.3442440397387327,1.2390694836906282
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6.84375,2.563071582593822,forage_dynamic,5.162119027008271,2.092341373884151,3.952943143233993,0.5995942602079026,,
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6.84375,2.563071582593822,forage_phonologicaldynamicglobal,5.165174318814777,2.561453209483181,5.016308700675341,2.2560608893527023,-0.19635467127937972,0.3888135041250944
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6.84375,2.563071582593822,forage_phonologicaldynamiclocal,5.244478782446653,2.568164152038177,4.712908185219415,2.293105555135708,-0.14932681223756056,0.49411282819158103
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6.84375,2.563071582593822,forage_phonologicaldynamicswitch,5.072434679118824,2.0829125225958145,3.9552394915130376,0.5996513134426632,-1.3547756093989152,1.1731661889891467
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,5.53125,1.6952944987523555,forage_dynamic,5.135901390185889,2.0930790716781904,3.867780869600313,0.604831299114492,,
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,5.53125,1.6952944987523555,forage_phonologicaldynamicglobal,5.128403144199519,2.5635353794667606,4.893743716156338,2.238827029936308,-0.19991364995652827,0.4078910280593541
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,5.53125,1.6952944987523555,forage_phonologicaldynamiclocal,5.195223940333912,2.5694380529694203,4.649753323966884,2.2773332526066907,-0.15232452910300623,0.4490679891762943
multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,5.53125,1.6952944987523555,forage_phonologicaldynamicswitch,5.0632044676550105,2.085855419727608,3.8696619692117937,0.604783436146996,-1.5854817715315246,1.2339521858317213
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,11.59375,3.895986516596278,forage_dynamic,5.255682008938269,2.0931070775867084,4.316499569123592,0.6386074048920147,,
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,11.59375,3.895986516596278,forage_phonologicaldynamicglobal,5.258525295968686,2.5592929668538824,5.368833737213813,2.1676002721510574,-0.19413581611052136,0.42737206013850104
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,11.59375,3.895986516596278,forage_phonologicaldynamiclocal,5.371580041514611,2.5705927558231587,4.804517562518655,2.2897274424513103,-0.08540200291633337,0.5309211499102789
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,11.59375,3.895986516596278,forage_phonologicaldynamicswitch,5.122970821504172,2.0771904375383183,4.3188549166359556,0.6371764802667044,-0.5967064885035146,0.9358492981300129
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,10.4375,3.799156978857283,forage_dynamic,5.2365900292624366,2.0964388301119143,4.250292062417293,0.5796874745333019,,
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,10.4375,3.799156978857283,forage_phonologicaldynamicglobal,5.239466122024402,2.562898913767045,5.316954702522539,2.1567293878323213,-0.1933316447216596,0.40209837096169737
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,10.4375,3.799156978857283,forage_phonologicaldynamiclocal,5.346966158443012,2.5735943867457087,4.7704737582293495,2.2610317561648245,-0.08758004606009703,0.49484163090855304
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.25,10.4375,3.799156978857283,forage_phonologicaldynamicswitch,5.109312916777878,2.0813748240773697,4.25283873953988,0.5781410973685825,-0.9954960595420862,1.180068035990007
multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.5,9.5625,3.6991341892394227,forage_dynamic,5.221592305064239,2.094325507303524,4.183160492280073,0.6134166344033609,,
