Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
805,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.0,8.46160317592481,4.232139684219009,0.04016913086659693,159.16552479697984
805,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.25,8.270798577576901,4.463000131060054,-0.049184468349238404,158.3051813723451
805,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.25,8.254595145827384,5.039566642327856,-0.14355183170537975,157.08881928237113
805,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.25,8.402149683092011,4.181757101509533,0.057732768782506945,158.42637587688228
805,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.5,8.208211847244163,4.371198417821181,-0.046911723563458456,157.98278152021922
805,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.5,8.207201478900812,4.704179220883521,-0.10464946628153929,157.33576344326738
805,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.5,8.331713732373249,4.112647090053077,0.03929924894986662,158.21685040127755
805,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.75,8.194500986727338,4.294892017534515,-0.05070542503661841,157.18991454885693
805,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.75,8.164152879839587,4.707363644417857,-0.12220586966718343,156.13414035864903
805,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.75,8.362256107040878,4.015266919276597,0.08638376564134376,157.18123248423416
805,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=1.0,8.18231493544296,4.110788161055851,-0.04667498833117508,158.1424815939074
805,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=1.0,8.12624713246083,4.536826145095745,-0.1232756783661429,156.9165950488794
805,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=1.0,8.37376126748295,3.8601432182897546,0.13022991138771764,157.68568721496865
805,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.0,8.44741612235732,4.675655689746444,-0.04075607739570278,158.97759902202336
805,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.0,8.422402356263436,5.5333473611733135,-0.17725399972929273,157.35370423507538
805,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.0,8.579742790334844,4.444741223640973,0.057855032943453864,158.92281348717367
805,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.25,8.360876954255732,4.629191770859204,-0.0448167004821133,158.3403403511929
805,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.25,8.322022352771858,5.559695478594804,-0.1919066809265992,156.34127137759876
805,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.25,8.518065696315736,4.372618288855686,0.07398147394816805,158.17394008176808
805,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.5,8.295866563232986,4.51705527567332,-0.04233146472554438,158.06102851362343
805,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.5,8.27195131426679,5.081742144023953,-0.13772147554498504,156.8902841716046
805,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.5,8.447656879338705,4.283672219238421,0.06008177686801519,158.05267104069392
805,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.75,8.281100331413219,4.417185942419462,-0.04630952012764811,157.32240165882982
805,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.75,8.223868812048869,5.059390407019526,-0.1551165797597849,155.6481096706751
805,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.75,8.478116759944823,4.1616598000482155,0.10169218983620486,156.9612869324589
805,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=1.0,8.281091863564054,4.417186291822559,-0.04630954438429496,157.3224016588001
805,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=1.0,8.223877313452496,5.059388850172842,-0.1551164615300688,155.64810967065833
805,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=1.0,8.478110500268066,4.161658932329113,0.10169213784450243,156.961286932446
805,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.0,8.458107411387175,4.930663635988744,-0.04070986713904439,159.68651580839722
805,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.0,8.487409819388649,6.529567384191888,-0.2701020422477973,156.89787182867013
805,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.0,8.610997597448367,4.685497902663947,0.06270388935344826,159.51936792728654
805,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.25,8.369095020853864,4.851701553873113,-0.04477226054365142,159.09564557053946
805,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.25,8.388005765000564,6.509683832540684,-0.28320332381069185,155.83177546760936
805,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.25,8.548401401096699,4.579682118437599,0.07678076629863399,158.80612475159012
805,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.5,8.302701304919434,4.703977561921409,-0.04170712652538451,158.871493889512
805,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.5,8.30305194635996,5.668915211044626,-0.19180083844018048,156.97017283264475
805,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.5,8.475996111670709,4.460922286634929,0.06513780611525398,158.743638927633
805,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.75,8.288614638294478,4.566411692862425,-0.045521720458647844,158.19446893528809
805,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.75,8.253868359999663,5.59190941331576,-0.20708131521707945,155.69384703084847
805,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.75,8.509679552600392,4.3019099151432965,0.1003203407535471,157.69799951270483
805,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=1.0,8.28861068912833,4.566410604014781,-0.045521726013523924,158.19446893528405
805,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0,8.253865297597494,5.591909439170155,-0.20708130593290874,155.6938470308428
805,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=1.0,8.509683976056229,4.301910801416865,0.10032038863471752,157.69799951269755
805,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.0,8.361175501202032,4.657534320684471,-0.02408117975868632,164.60437620441493
805,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.0,8.338595322596047,6.456214716136253,-0.2825213313854435,162.45061602466416
805,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.0,8.463844556700144,4.511429288476921,0.04339678460651396,164.46310545077458
805,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.25,8.283764705062067,4.566439351884525,-0.027829805516461605,163.99081028437647
805,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.25,8.24596904310377,6.4512992255286825,-0.30011150564332606,161.33436619624706
805,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.25,8.408733035750467,4.3962316516453805,0.05429318292710842,163.76435456224553
805,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.5,8.334655549370957,4.6816449396568975,-0.0366007889350181,159.96357802284996
805,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.5,8.348547826940997,5.526969938044258,-0.17069323227532704,158.5050705867382
805,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.5,8.487866187250752,4.471164814545063,0.05046674876481713,159.92013707118937
805,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.75,8.321727366297903,4.531156477658903,-0.04048481528316422,159.29270722163855
805,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.75,8.304560579770556,5.456178669772287,-0.18864850069580416,157.26127484719063
805,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.75,8.525697015543809,4.298589760531951,0.08110678299172124,158.97565400351394
805,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=1.0,8.321727781155571,4.5311546684258275,-0.04048472974388596,159.2927072216393
805,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=1.0,8.304557836069986,5.456176689785637,-0.1886484131447776,157.26127484718793
805,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=1.0,8.525697112039,4.298589325253217,0.08110683363773738,158.97565400351428
805,forage_random_baseline,0.0,0.0,,213.85606011461442
809,forage_static,6.204517918094184,3.7560789339540177,,134.71111625049573
809,forage_dynamic_simdrop,6.48475769336926,3.9665855915070103,,139.22157145192386
809,forage_dynamic_multimodal_alpha=0.0,6.149571061230113,3.732443685243123,,135.72944137687702
809,forage_dynamic_multimodal_alpha=0.1,6.62320161702132,4.032117872916382,,138.81449860461953
809,forage_dynamic_multimodal_alpha=0.2,6.623201257315071,4.032117664593659,,138.81449860461979
809,forage_dynamic_multimodal_alpha=0.30000000000000004,6.623194386842751,4.032116640934637,,138.8144986046436
809,forage_dynamic_multimodal_alpha=0.4,6.623200927433417,4.032118177365346,,138.81449860462024
809,forage_dynamic_multimodal_alpha=0.5,6.62320538914814,4.03211838232568,,138.8144986046225
809,forage_dynamic_multimodal_alpha=0.6000000000000001,6.623206030929962,4.0321186346887385,,138.8144986046244
809,forage_dynamic_multimodal_alpha=0.7000000000000001,6.48475595376769,3.9665865185784823,,139.22157145191983
809,forage_dynamic_multimodal_alpha=0.8,6.484751612591257,3.96658646460293,,139.2215714519174
809,forage_dynamic_multimodal_alpha=0.9,6.4847545292386854,3.9665856173770617,,139.22157145191767
809,forage_dynamic_multimodal_alpha=1.0,6.484754118314528,3.9665857828230093,,139.22157145191719
809,forage_dynamic_norms_associative,6.556860259771404,4.353936183103093,,137.21708216541344
809,forage_dynamic_norms_categorical,6.556325914562581,4.396436837775266,,137.8269146145288
809,forage_dynamic_delta_rise=0.0_fall=0.0,6.758128448894982,4.630184413124075,,138.03733966098528
809,forage_dynamic_delta_rise=0.0_fall=0.25,6.758151468553466,4.513521745991767,,137.36446933531093
809,forage_dynamic_delta_rise=0.0_fall=0.5,6.7011210275107915,4.486055206112475,,136.37848843843722
809,forage_dynamic_delta_rise=0.0_fall=0.75,6.701124502895355,4.486053909270205,,136.378488438435
809,forage_dynamic_delta_rise=0.0_fall=1.0,6.701127213081403,4.48605454796576,,136.37848843844063
809,forage_dynamic_delta_rise=0.25_fall=0.0,6.868395297236356,4.863809709674574,,139.17556221829423
809,forage_dynamic_delta_rise=0.25_fall=0.25,6.868020919439975,4.688088829702414,,138.55552381309695
809,forage_dynamic_delta_rise=0.25_fall=0.5,6.813773132734897,4.638507090413873,,137.58663338904645
809,forage_dynamic_delta_rise=0.25_fall=0.75,6.813786318570108,4.638511613367588,,137.5866333891009
809,forage_dynamic_delta_rise=0.25_fall=1.0,6.813779662457829,4.638511497360922,,137.5866333890672
809,forage_dynamic_delta_rise=0.5_fall=0.0,6.790911644425093,5.027695670255932,,139.38448248721838
809,forage_dynamic_delta_rise=0.5_fall=0.25,6.790911328079951,5.0276907859250315,,139.3844824872146
809,forage_dynamic_delta_rise=0.5_fall=0.5,6.74352168141728,4.925319562040269,,138.45107223612425
809,forage_dynamic_delta_rise=0.5_fall=0.75,6.743516474425698,4.925318559441384,,138.45107223610714
809,forage_dynamic_delta_rise=0.5_fall=1.0,6.743519547943691,4.925322316161348,,138.45107223612538
809,forage_dynamic_delta_rise=0.75_fall=0.0,6.968391682828215,5.407975264280345,,141.86041487631604
809,forage_dynamic_delta_rise=0.75_fall=0.25,6.968397268994686,5.407973217813609,,141.86041487633065
809,forage_dynamic_delta_rise=0.75_fall=0.5,6.9176492414272985,5.189634377229203,,140.99183883370557
809,forage_dynamic_delta_rise=0.75_fall=0.75,6.917651836256023,5.1896331653730785,,140.99183883370327
809,forage_dynamic_delta_rise=0.75_fall=1.0,6.917644923845274,5.189626602154835,,140.99183883374843
809,forage_dynamic_delta_rise=1.0_fall=0.0,6.96839588940856,5.407976254866099,,141.8604148763151
809,forage_dynamic_delta_rise=1.0_fall=0.25,6.9683955539855535,5.407972867741653,,141.86041487632872
809,forage_dynamic_delta_rise=1.0_fall=0.5,6.9176526437360595,5.189632132113757,,140.99183883370497
809,forage_dynamic_delta_rise=1.0_fall=0.75,6.9176560681334385,5.189631799790844,,140.99183883371148
809,forage_dynamic_delta_rise=1.0_fall=1.0,6.917657702895563,5.189634867437724,,140.99183883371484
809,forage_phonologicalstatic,6.0245517607764025,4.184628797766821,-0.0882830214190323,133.72883264061826
809,forage_phonologicaldynamicglobal_simdrop,6.359044313541129,4.317367355585133,-0.06903102581824246,138.6122411825573
809,forage_phonologicaldynamiclocal_simdrop,6.471699234520356,4.027086169861709,-0.012400405278070618,139.20851567591757
809,forage_phonologicaldynamicswitch_simdrop,6.350182108852749,3.974907210995204,-0.20834302693451426,137.78723489643048
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.0,5.968606615131363,4.142298800968138,-0.08428647969442567,134.83344521849037
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.0,5.993177728638414,4.097466702457701,-0.07543390314636726,135.03732639561457
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.0,6.12853322129939,3.7338899519966753,-2.186262104682008,135.19496293456285
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.1,6.501675959020321,4.369488207946044,-0.067715551962583,138.2261069046258
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.1,6.654975736318622,3.874458864920397,0.033969193324389274,138.71546288957865
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.1,6.3915253531605085,4.042531970571185,-2.337868894937482,134.79502109085655
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.2,6.50167676116647,4.3694889631445095,-0.06771559068395154,138.22610690462545
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.2,6.654970729912902,3.874457755601553,0.0339692452272375,138.71546288957495
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.2,6.391538053730412,4.042530353302217,-2.3456458256835413,134.79502108093052
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.30000000000000004,6.501677240419958,4.369489746397726,-0.06771563464443382,138.22610690462665
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.30000000000000004,6.654976442355716,3.8744567056499446,0.03396934464304172,138.71546288957802
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.30000000000000004,6.39154306741044,4.042529090791794,-2.130982713518125,134.7950217198556
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.4,6.501675818653466,4.369489405224229,-0.06771561077376166,138.22610690462616
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.4,6.654969689614761,3.8744533558063092,0.03396946053432992,138.71546288959377
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.4,6.391527587036087,4.042529258452769,-2.4134874867450002,134.79502101411884
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.5,6.501676079351655,4.369488792152846,-0.06771553287502635,138.22610690462577
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.5,6.654977230051915,3.874458354821191,0.03396919183938825,138.71546288958112
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.5,6.391586855265156,4.042527141939586,-2.2935868823820056,134.795021160593
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.6000000000000001,6.5016796623826165,4.369488927527114,-0.06771555911044924,138.226106904628
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.6000000000000001,6.654970708836136,3.874457262923723,0.033969275106960316,138.71546288957498
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.6000000000000001,6.3915294229835276,4.042532555888709,-2.0697685120653664,134.79502217077186
809,forage_phonologicaldynamicglobal_multimodal_alpha=0.7000000000000001,6.35904348126219,4.317366085463812,-0.06903098196780695,138.61224118255845
809,forage_phonologicaldynamiclocal_multimodal_alpha=0.7000000000000001,6.471697138640728,4.027083565291506,-0.012400298686049933,139.2085156759231
809,forage_phonologicaldynamicswitch_multimodal_alpha=0.7000000000000001,6.350180998490098,3.9749045805217036,-0.20834297876966118,137.7872348964314
