Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
805.0,,,,,,,,delta_rise=1.0_fall=0.75,13,2.0,1.6035674514745464
805.0,,,,,,,,delta_rise=1.0_fall=1.0,13,2.0,1.6035674514745464
805.0,,,,,,,,multimodal_alpha=0.0,1,14.0,3.0
805.0,,,,,,,,multimodal_alpha=0.1,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.2,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.30000000000000004,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.4,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.5,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.6000000000000001,10,2.5454545454545454,0.7820295697311479
805.0,,,,,,,,multimodal_alpha=0.7000000000000001,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.8,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=0.9,9,2.8,1.0770329614269007
805.0,,,,,,,,multimodal_alpha=1.0,9,2.8,1.0770329614269007
805.0,,,,,,,,norms_associative,13,2.0,1.2535663410560174
805.0,,,,,,,,norms_categorical,14,1.8666666666666667,1.2036980056845192
805.0,,,,,,,,simdrop,9,2.8,1.0770329614269007
809.0,0.42602852122186535,0.10185405870268764,5.934338536099603,1.0531838333822112,0.20427499999999998,0.10186542593048929,23.0,delta_rise=0.0_fall=0.0,12,1.9166666666666667,0.6400954789890507
809.0,,,,,,,,delta_rise=0.0_fall=0.25,11,2.090909090909091,0.899954085146515
809.0,,,,,,,,delta_rise=0.0_fall=0.5,10,2.3,1.1
809.0,,,,,,,,delta_rise=0.0_fall=0.75,10,2.3,1.1
809.0,,,,,,,,delta_rise=0.0_fall=1.0,10,2.3,1.1
809.0,,,,,,,,delta_rise=0.25_fall=0.0,14,1.6428571428571428,0.6102859818083951
809.0,,,,,,,,delta_rise=0.25_fall=0.25,13,1.7692307692307692,0.890448992522325
809.0,,,,,,,,delta_rise=0.25_fall=0.5,12,1.9166666666666667,1.114924013354971
809.0,,,,,,,,delta_rise=0.25_fall=0.75,12,1.9166666666666667,1.114924013354971
809.0,,,,,,,,delta_rise=0.25_fall=1.0,12,1.9166666666666667,1.114924013354971
809.0,,,,,,,,delta_rise=0.5_fall=0.0,15,1.5333333333333334,0.6182412330330469
809.0,,,,,,,,delta_rise=0.5_fall=0.25,15,1.5333333333333334,0.6182412330330469
809.0,,,,,,,,delta_rise=0.5_fall=0.5,14,1.6428571428571428,0.8949974347244049
809.0,,,,,,,,delta_rise=0.5_fall=0.75,14,1.6428571428571428,0.8949974347244049
809.0,,,,,,,,delta_rise=0.5_fall=1.0,14,1.6428571428571428,0.8949974347244049
809.0,,,,,,,,delta_rise=0.75_fall=0.0,17,1.3529411764705883,0.5882352941176471
809.0,,,,,,,,delta_rise=0.75_fall=0.25,17,1.3529411764705883,0.5882352941176471
809.0,,,,,,,,delta_rise=0.75_fall=0.5,16,1.4375,0.8637671850678283
809.0,,,,,,,,delta_rise=0.75_fall=0.75,16,1.4375,0.8637671850678283
809.0,,,,,,,,delta_rise=0.75_fall=1.0,16,1.4375,0.8637671850678283
809.0,,,,,,,,delta_rise=1.0_fall=0.0,17,1.3529411764705883,0.5882352941176471
809.0,,,,,,,,delta_rise=1.0_fall=0.25,17,1.3529411764705883,0.5882352941176471
809.0,,,,,,,,delta_rise=1.0_fall=0.5,16,1.4375,0.8637671850678283
809.0,,,,,,,,delta_rise=1.0_fall=0.75,16,1.4375,0.8637671850678283
809.0,,,,,,,,delta_rise=1.0_fall=1.0,16,1.4375,0.8637671850678283
809.0,,,,,,,,multimodal_alpha=0.0,1,11.5,0.5
809.0,,,,,,,,multimodal_alpha=0.1,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.2,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.30000000000000004,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.4,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.5,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.6000000000000001,8,2.5555555555555554,0.49690399499995325
809.0,,,,,,,,multimodal_alpha=0.7000000000000001,8,2.5555555555555554,0.6849348892187751
809.0,,,,,,,,multimodal_alpha=0.8,8,2.5555555555555554,0.6849348892187751
809.0,,,,,,,,multimodal_alpha=0.9,8,2.5555555555555554,0.6849348892187751
809.0,,,,,,,,multimodal_alpha=1.0,8,2.5555555555555554,0.6849348892187751
809.0,,,,,,,,norms_associative,10,2.3,1.3453624047073711
809.0,,,,,,,,norms_categorical,11,2.090909090909091,0.9958591954639383
809.0,,,,,,,,simdrop,8,2.5555555555555554,0.6849348892187751
810.0,0.6237586776418724,,7.134628692596213,0.17180620832421267,,,2.0,delta_rise=0.0_fall=0.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.0_fall=0.25,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.0_fall=0.5,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.0_fall=0.75,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.0_fall=1.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.25_fall=0.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.25_fall=0.25,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.25_fall=0.5,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.25_fall=0.75,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.25_fall=1.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.5_fall=0.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.5_fall=0.25,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.5_fall=0.5,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.5_fall=0.75,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.5_fall=1.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.75_fall=0.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.75_fall=0.25,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.75_fall=0.5,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.75_fall=0.75,0,2.0,0.0
810.0,,,,,,,,delta_rise=0.75_fall=1.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=1.0_fall=0.0,0,2.0,0.0
810.0,,,,,,,,delta_rise=1.0_fall=0.25,0,2.0,0.0
810.0,,,,,,,,delta_rise=1.0_fall=0.5,0,2.0,0.0
810.0,,,,,,,,delta_rise=1.0_fall=0.75,0,2.0,0.0
810.0,,,,,,,,delta_rise=1.0_fall=1.0,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.0,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.1,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.2,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.30000000000000004,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.4,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.5,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.6000000000000001,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.7000000000000001,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.8,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=0.9,0,2.0,0.0
810.0,,,,,,,,multimodal_alpha=1.0,0,2.0,0.0
810.0,,,,,,,,norms_associative,0,2.0,0.0
810.0,,,,,,,,norms_categorical,0,2.0,0.0
810.0,,,,,,,,simdrop,0,2.0,0.0
816.0,0.4542808214779884,0.12756692213392792,6.306707717701842,0.7571044595813207,0.2319,0.10748271954132906,21.0,delta_rise=0.0_fall=0.0,10,1.9090909090909092,0.7925270806437588
816.0,,,,,,,,delta_rise=0.0_fall=0.25,9,2.1,0.8306623862918074
816.0,,,,,,,,delta_rise=0.0_fall=0.5,9,2.1,0.8306623862918074
816.0,,,,,,,,delta_rise=0.0_fall=0.75,7,2.625,1.4947825928876748
816.0,,,,,,,,delta_rise=0.0_fall=1.0,6,3.0,1.7728105208558367
816.0,,,,,,,,delta_rise=0.25_fall=0.0,12,1.6153846153846154,0.737820234355803
816.0,,,,,,,,delta_rise=0.25_fall=0.25,11,1.75,0.82915619758885
816.0,,,,,,,,delta_rise=0.25_fall=0.5,11,1.75,0.82915619758885
816.0,,,,,,,,delta_rise=0.25_fall=0.75,7,2.625,1.4947825928876748
816.0,,,,,,,,delta_rise=0.25_fall=1.0,6,3.0,1.7728105208558367
816.0,,,,,,,,delta_rise=0.5_fall=0.0,13,1.6153846153846154,0.737820234355803
816.0,,,,,,,,delta_rise=0.5_fall=0.25,12,1.75,0.82915619758885
816.0,,,,,,,,delta_rise=0.5_fall=0.5,12,1.75,0.82915619758885
816.0,,,,,,,,delta_rise=0.5_fall=0.75,8,2.625,1.4947825928876748
816.0,,,,,,,,delta_rise=0.5_fall=1.0,7,3.0,1.7728105208558367
816.0,,,,,,,,delta_rise=0.75_fall=0.0,14,1.5,0.7319250547113999
816.0,,,,,,,,delta_rise=0.75_fall=0.25,14,1.5,0.7319250547113999
816.0,,,,,,,,delta_rise=0.75_fall=0.5,14,1.5,0.7319250547113999
816.0,,,,,,,,delta_rise=0.75_fall=0.75,10,2.1,1.5132745950421556
816.0,,,,,,,,delta_rise=0.75_fall=1.0,7,3.0,1.7728105208558367
816.0,,,,,,,,delta_rise=1.0_fall=0.0,16,1.3125,0.582961190818051
816.0,,,,,,,,delta_rise=1.0_fall=0.25,16,1.3125,0.582961190818051
816.0,,,,,,,,delta_rise=1.0_fall=0.5,16,1.3125,0.582961190818051
816.0,,,,,,,,delta_rise=1.0_fall=0.75,12,1.75,1.2332207155790618
816.0,,,,,,,,delta_rise=1.0_fall=1.0,12,1.75,1.2332207155790618
816.0,,,,,,,,multimodal_alpha=0.0,1,10.5,6.5
816.0,,,,,,,,multimodal_alpha=0.1,6,3.0,1.1952286093343936
816.0,,,,,,,,multimodal_alpha=0.2,6,3.0,1.1952286093343936
816.0,,,,,,,,multimodal_alpha=0.30000000000000004,6,3.0,1.1952286093343936
816.0,,,,,,,,multimodal_alpha=0.4,6,3.0,1.5118578920369088
816.0,,,,,,,,multimodal_alpha=0.5,6,3.0,1.5118578920369088
816.0,,,,,,,,multimodal_alpha=0.6000000000000001,6,3.0,1.5118578920369088
816.0,,,,,,,,multimodal_alpha=0.7000000000000001,6,3.0,1.5118578920369088
816.0,,,,,,,,multimodal_alpha=0.8,6,3.0,1.5118578920369088
816.0,,,,,,,,multimodal_alpha=0.9,7,2.625,0.8569568250501305
816.0,,,,,,,,multimodal_alpha=1.0,7,2.625,0.8569568250501305
816.0,,,,,,,,norms_associative,8,2.625,1.4947825928876748
816.0,,,,,,,,norms_categorical,9,2.3333333333333335,0.9428090415820634
816.0,,,,,,,,simdrop,7,2.625,0.8569568250501305
817.0,0.43882690970958727,0.1640333006617955,5.1546569140225635,1.1443116776486948,0.30551,0.19093866059840034,26.0,delta_rise=0.0_fall=0.0,13,2.0,0.9607689228305228
817.0,,,,,,,,delta_rise=0.0_fall=0.25,13,2.0,0.9607689228305228
817.0,,,,,,,,delta_rise=0.0_fall=0.5,9,2.888888888888889,1.7284832429004495
817.0,,,,,,,,delta_rise=0.0_fall=0.75,8,3.25,2.436698586202241
817.0,,,,,,,,delta_rise=0.0_fall=1.0,7,3.7142857142857144,3.103651568914347
817.0,,,,,,,,delta_rise=0.25_fall=0.0,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.25_fall=0.25,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.25_fall=0.5,10,2.6,1.7435595774162693
817.0,,,,,,,,delta_rise=0.25_fall=0.75,9,2.888888888888889,2.4241582476968255
817.0,,,,,,,,delta_rise=0.25_fall=1.0,8,3.25,3.072051431861127
817.0,,,,,,,,delta_rise=0.5_fall=0.0,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.5_fall=0.25,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.5_fall=0.5,10,2.6,1.7435595774162693
817.0,,,,,,,,delta_rise=0.5_fall=0.75,9,2.888888888888889,2.4241582476968255
817.0,,,,,,,,delta_rise=0.5_fall=1.0,8,3.25,3.072051431861127
817.0,,,,,,,,delta_rise=0.75_fall=0.0,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.75_fall=0.25,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=0.75_fall=0.5,10,2.6,1.7435595774162693
817.0,,,,,,,,delta_rise=0.75_fall=0.75,9,2.888888888888889,2.4241582476968255
817.0,,,,,,,,delta_rise=0.75_fall=1.0,8,3.25,3.072051431861127
817.0,,,,,,,,delta_rise=1.0_fall=0.0,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=1.0_fall=0.25,16,1.625,0.8569568250501305
817.0,,,,,,,,delta_rise=1.0_fall=0.5,10,2.6,1.7435595774162693
817.0,,,,,,,,delta_rise=1.0_fall=0.75,9,2.888888888888889,2.4241582476968255
817.0,,,,,,,,delta_rise=1.0_fall=1.0,8,3.25,3.072051431861127
817.0,,,,,,,,multimodal_alpha=0.0,0,26.0,0.0
817.0,,,,,,,,multimodal_alpha=0.1,7,3.25,0.82915619758885
817.0,,,,,,,,multimodal_alpha=0.2,7,3.25,0.82915619758885
817.0,,,,,,,,multimodal_alpha=0.30000000000000004,7,3.25,0.82915619758885
817.0,,,,,,,,multimodal_alpha=0.4,7,3.25,0.82915619758885
817.0,,,,,,,,multimodal_alpha=0.5,7,3.25,0.6614378277661477
817.0,,,,,,,,multimodal_alpha=0.6000000000000001,7,3.25,0.6614378277661477
817.0,,,,,,,,multimodal_alpha=0.7000000000000001,7,3.25,0.6614378277661477
817.0,,,,,,,,multimodal_alpha=0.8,7,3.25,0.6614378277661477
817.0,,,,,,,,multimodal_alpha=0.9,7,3.25,0.6614378277661477
817.0,,,,,,,,multimodal_alpha=1.0,7,3.25,0.6614378277661477
817.0,,,,,,,,norms_associative,15,1.7333333333333334,1.0624918300339485
817.0,,,,,,,,norms_categorical,17,1.5294117647058822,0.6960093862470137
817.0,,,,,,,,simdrop,7,3.25,0.6614378277661477
818.0,0.35981016117283404,0.08728909224042719,6.2167804085738,0.8800524477462754,0.1548,0.016829141392239823,17.0,delta_rise=0.0_fall=0.0,7,2.125,0.5994789404140899
818.0,,,,,,,,delta_rise=0.0_fall=0.25,6,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.0_fall=0.5,6,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.0_fall=0.75,5,2.8333333333333335,1.3437096247164249
818.0,,,,,,,,delta_rise=0.0_fall=1.0,5,2.8333333333333335,1.3437096247164249
818.0,,,,,,,,delta_rise=0.25_fall=0.0,9,1.7,0.6403124237432849
818.0,,,,,,,,delta_rise=0.25_fall=0.25,7,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.25_fall=0.5,7,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.25_fall=0.75,6,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.25_fall=1.0,6,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.5_fall=0.0,10,1.7,0.6403124237432849
818.0,,,,,,,,delta_rise=0.5_fall=0.25,8,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.5_fall=0.5,8,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.5_fall=0.75,7,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.5_fall=1.0,7,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.75_fall=0.0,10,1.7,0.6403124237432849
818.0,,,,,,,,delta_rise=0.75_fall=0.25,8,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.75_fall=0.5,8,2.125,0.9270248108869579
818.0,,,,,,,,delta_rise=0.75_fall=0.75,7,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=0.75_fall=1.0,7,2.4285714285714284,1.178030178747903
818.0,,,,,,,,delta_rise=1.0_fall=0.0,11,1.5454545454545454,0.6555547773570889
818.0,,,,,,,,delta_rise=1.0_fall=0.25,9,1.8888888888888888,0.9938079899999066
818.0,,,,,,,,delta_rise=1.0_fall=0.5,9,1.8888888888888888,0.9938079899999066
818.0,,,,,,,,delta_rise=1.0_fall=0.75,8,2.125,1.2686114456365274
818.0,,,,,,,,delta_rise=1.0_fall=1.0,8,2.125,1.2686114456365274
818.0,,,,,,,,multimodal_alpha=0.0,0,17.0,0.0
818.0,,,,,,,,multimodal_alpha=0.1,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.2,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.30000000000000004,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.4,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.5,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.6000000000000001,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.7000000000000001,5,2.8333333333333335,1.5723301886761007
818.0,,,,,,,,multimodal_alpha=0.8,6,2.4285714285714284,0.9035079029052513
818.0,,,,,,,,multimodal_alpha=0.9,6,2.4285714285714284,0.9035079029052513
818.0,,,,,,,,multimodal_alpha=1.0,6,2.4285714285714284,0.9035079029052513
818.0,,,,,,,,norms_associative,13,1.3076923076923077,0.6056929133855238
818.0,,,,,,,,norms_categorical,12,1.4166666666666667,0.6400954789890506
818.0,,,,,,,,simdrop,6,2.4285714285714284,0.9035079029052513
821.0,0.3836426029803702,0.12287123270369169,5.697801140740454,0.8993837935564173,0.2691272727272727,0.16445275364620132,23.0,delta_rise=0.0_fall=0.0,11,1.9166666666666667,0.9537935951882998
821.0,,,,,,,,delta_rise=0.0_fall=0.25,10,2.090909090909091,0.9958591954639383
821.0,,,,,,,,delta_rise=0.0_fall=0.5,8,2.5555555555555554,1.4229164972072998
821.0,,,,,,,,delta_rise=0.0_fall=0.75,6,3.2857142857142856,1.2777531299998797
821.0,,,,,,,,delta_rise=0.0_fall=1.0,5,3.8333333333333335,1.9507833184532708
821.0,,,,,,,,delta_rise=0.25_fall=0.0,11,1.9166666666666667,0.9537935951882998
821.0,,,,,,,,delta_rise=0.25_fall=0.25,10,2.090909090909091,0.9958591954639383
821.0,,,,,,,,delta_rise=0.25_fall=0.5,8,2.5555555555555554,1.4229164972072998
821.0,,,,,,,,delta_rise=0.25_fall=0.75,6,3.2857142857142856,1.2777531299998797
821.0,,,,,,,,delta_rise=0.25_fall=1.0,5,3.8333333333333335,1.9507833184532708
821.0,,,,,,,,delta_rise=0.5_fall=0.0,11,1.9166666666666667,0.9537935951882998
821.0,,,,,,,,delta_rise=0.5_fall=0.25,10,2.090909090909091,0.9958591954639383
821.0,,,,,,,,delta_rise=0.5_fall=0.5,8,2.5555555555555554,1.4229164972072998
821.0,,,,,,,,delta_rise=0.5_fall=0.75,6,3.2857142857142856,1.2777531299998797
821.0,,,,,,,,delta_rise=0.5_fall=1.0,5,3.8333333333333335,1.9507833184532708
821.0,,,,,,,,delta_rise=0.75_fall=0.0,11,1.9166666666666667,0.9537935951882998
821.0,,,,,,,,delta_rise=0.75_fall=0.25,10,2.090909090909091,0.9958591954639383
821.0,,,,,,,,delta_rise=0.75_fall=0.5,8,2.5555555555555554,1.4229164972072998
821.0,,,,,,,,delta_rise=0.75_fall=0.75,6,3.2857142857142856,1.2777531299998797
821.0,,,,,,,,delta_rise=0.75_fall=1.0,5,3.8333333333333335,1.9507833184532708
821.0,,,,,,,,delta_rise=1.0_fall=0.0,17,1.2777777777777777,0.6502611061510903
821.0,,,,,,,,delta_rise=1.0_fall=0.25,16,1.3529411764705883,0.7624400821656306
821.0,,,,,,,,delta_rise=1.0_fall=0.5,15,1.4375,0.9333240326917549
821.0,,,,,,,,delta_rise=1.0_fall=0.75,14,1.5333333333333334,1.0873004286866732
821.0,,,,,,,,delta_rise=1.0_fall=1.0,14,1.5333333333333334,1.0873004286866732
821.0,,,,,,,,multimodal_alpha=0.0,3,5.75,4.437059837324712
821.0,,,,,,,,multimodal_alpha=0.1,8,2.5555555555555554,0.9558139185602919
821.0,,,,,,,,multimodal_alpha=0.2,8,2.5555555555555554,0.9558139185602919
821.0,,,,,,,,multimodal_alpha=0.30000000000000004,8,2.5555555555555554,0.9558139185602919
821.0,,,,,,,,multimodal_alpha=0.4,8,2.5555555555555554,0.9558139185602919
821.0,,,,,,,,multimodal_alpha=0.5,8,2.5555555555555554,0.9558139185602919
821.0,,,,,,,,multimodal_alpha=0.6000000000000001,8,2.5555555555555554,0.6849348892187751
821.0,,,,,,,,multimodal_alpha=0.7000000000000001,6,3.2857142857142856,0.880630571852711
821.0,,,,,,,,multimodal_alpha=0.8,6,3.2857142857142856,0.880630571852711
821.0,,,,,,,,multimodal_alpha=0.9,6,3.2857142857142856,0.880630571852711
821.0,,,,,,,,multimodal_alpha=1.0,6,3.2857142857142856,0.880630571852711
821.0,,,,,,,,norms_associative,15,1.5333333333333334,0.8055363982396381
821.0,,,,,,,,norms_categorical,15,1.5333333333333334,0.8844332774281067
821.0,,,,,,,,simdrop,6,3.2857142857142856,0.880630571852711
823.0,0.4640756528747546,0.07876644411956085,6.164480061583804,0.928231962463439,0.21985,0.07338334279657749,17.0,delta_rise=0.0_fall=0.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.0_fall=0.25,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.0_fall=0.5,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.0_fall=0.75,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.0_fall=1.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.25_fall=0.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.25_fall=0.25,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.25_fall=0.5,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.25_fall=0.75,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.25_fall=1.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.5_fall=0.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.5_fall=0.25,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.5_fall=0.5,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.5_fall=0.75,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.5_fall=1.0,7,2.4285714285714284,1.3997084244475304
823.0,,,,,,,,delta_rise=0.75_fall=0.0,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=0.75_fall=0.25,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=0.75_fall=0.5,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=0.75_fall=0.75,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=0.75_fall=1.0,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=1.0_fall=0.0,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=1.0_fall=0.25,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=1.0_fall=0.5,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=1.0_fall=0.75,8,2.125,1.2686114456365274
823.0,,,,,,,,delta_rise=1.0_fall=1.0,8,2.125,1.2686114456365274
823.0,,,,,,,,multimodal_alpha=0.0,0,17.0,0.0
823.0,,,,,,,,multimodal_alpha=0.1,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.2,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.30000000000000004,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.4,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.5,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.6000000000000001,4,3.4,1.4966629547095764
823.0,,,,,,,,multimodal_alpha=0.7000000000000001,4,3.4,1.3564659966250538
823.0,,,,,,,,multimodal_alpha=0.8,5,2.8333333333333335,0.8975274678557507
823.0,,,,,,,,multimodal_alpha=0.9,5,2.8333333333333335,0.8975274678557507
823.0,,,,,,,,multimodal_alpha=1.0,4,3.4,1.2000000000000002
823.0,,,,,,,,norms_associative,4,3.4,1.2000000000000002
823.0,,,,,,,,norms_categorical,4,3.4,1.2000000000000002
823.0,,,,,,,,simdrop,4,3.4,1.2000000000000002
