animals,occupations,things at the beach,things in a classroom,things you rescue from a burning home,excuses for being late
-0.0026006894,0.059309423,0.05239981,0.038033,-0.06422315,-0.015043797
-0.07076206,-0.08179675,0.09894649,-0.055662856,-0.042637054,-0.073186606
-0.028388588,-0.015068797,0.0073601617,-0.05475966,-0.06651296,-0.062276863
-0.060551934,-0.0058474997,-0.040255446,-0.069842495,-0.046499617,-0.059441138
0.02108631,0.018807253,0.017014498,-0.02993286,0.058904804,0.04138407
-0.05888415,-0.060976677,-0.025553241,-0.03622002,0.032287627,0.036863342
0.05949267,0.04721785,0.037783086,0.07537472,-0.0015867397,0.044599816
-0.026600884,0.04319499,0.009874546,-0.019011233,-0.0024488356,-0.028872335
0.0073589836,-0.0069818036,-0.033448715,-0.06080733,-0.016843911,-0.0246187
-0.036980066,-0.054259807,0.023630003,0.0033643853,-0.012198028,-0.04656026
0.052597575,-0.0609746,0.03890547,-0.03257071,0.05449511,0.045540493
0.039709065,-0.0884315,0.042157546,-0.031739954,-0.0375995,-0.06273015
0.086680554,-0.021598913,0.0014123317,-0.016001618,-0.033464897,0.02729309
0.07697157,0.07830441,0.013312098,-0.0115685705,0.014495242,-0.038273614
0.040797777,0.070623875,-0.031441007,-0.03001104,-0.051080856,-0.03602927
0.0108944485,0.016604802,0.048982263,0.05157714,-0.017858261,-0.074899696
-0.039698575,0.032563623,-0.053369187,-0.061180536,-0.062089566,-0.045675386
0.07293697,0.06410453,-0.04643256,-0.0275398,-0.04248303,0.03817516
0.003646676,0.017366262,-0.030808346,-0.062074255,0.032110333,0.052258316
-0.0069533233,-0.003629406,0.0011630586,-8.072049e-05,0.035497442,-0.03978158
0.009393115,0.0056634573,0.03130109,0.024576362,-0.0384393,0.039050978
-0.011969224,-0.055708382,-0.04806913,-0.066722736,-0.004877192,0.036416773
-0.04658692,0.026196875,-0.08020539,-0.09249702,-0.0641079,-0.060888704
0.031477917,0.05071453,0.044570412,0.007769943,-0.030724553,0.052609075
-0.01766535,-0.049871895,-0.054266233,-0.043001965,-0.0037582803,0.006964356
0.0011328487,0.009564884,-0.023403851,-0.0061924965,0.0266792,-0.029352965
0.01379415,-0.034189995,0.022129573,-0.052124105,-0.05222371,-0.039858907
0.026000932,0.009129256,0.07537991,0.09584445,-0.0337001,-0.02534768
0.020551685,-0.06761798,-0.018332811,-0.027719716,0.036072392,-0.023457093
-0.020114137,0.05191483,0.058163404,0.035376105,-0.054443456,0.036308076
0.011687068,-0.04040113,0.08523027,-0.013933077,-0.04889215,-0.01824549
0.00954655,-0.009703579,-0.04107283,0.0376793,-0.03232227,-0.06223118
-0.03823882,0.021318525,-0.041730944,-0.018836433,0.030513268,-0.014232464
