animals,occupations,things at the beach,things in a classroom,things you rescue from a burning home,excuses for being late
-0.051086772,0.026788065,-0.023403076,-0.024981126,0.043001387,0.060830392
0.024537396,-0.026478745,0.039572965,0.0014832629,0.05960227,0.034809552
0.07431518,0.036400564,-0.028344354,0.01632202,0.06822755,0.050262664
-0.04181023,0.0714141,-0.0008073363,0.059529457,-0.05476635,-0.014462172
-0.014090886,-0.029369388,-0.07537055,-0.00903266,0.0130845215,0.05650338
-0.016647743,-0.05731882,0.006442607,-0.073175505,0.02157502,-0.0018654274
0.035103615,-0.07402922,-0.024466189,-0.029744333,-0.031546775,0.049899403
0.049232185,-0.091158755,-0.036154363,-0.10418866,0.031200461,-0.07323041
-0.08517312,-0.08402976,-0.08908576,-0.097757086,-0.097901545,-0.07597227
0.021292996,-0.0037271522,-0.050929576,0.050771005,-0.013456781,0.046955716
0.050812412,0.054188523,0.06626469,0.0044851033,-0.07630687,0.014598512
-0.05342653,-0.06772267,0.0056864056,-0.059183925,-0.024293035,0.074362345
0.014801092,0.0145002045,0.022135502,0.030786108,0.070132114,0.04025839
-0.04036465,-0.06514481,-0.044714544,-0.04702131,0.038842835,-0.06182371
0.0610587,0.06791517,0.06138156,0.06429238,0.09435425,0.0655863
0.022946656,0.032171834,0.030472025,0.0072664535,0.024411056,-0.0075463476
-0.013896195,0.024744777,-0.031349733,-0.020528873,0.020960387,0.020844514
0.010081033,-0.018627338,-0.022953073,0.057973016,0.026581366,0.02331637
0.08273544,0.08694194,0.031374846,0.009458113,0.011739795,-0.040264707
-0.002684775,-0.043009154,0.024625666,-0.012512251,-0.025868297,0.057872303
0.07742791,0.0709251,-0.03370827,-0.05587575,-0.063833915,0.06385095
-0.014575476,0.0078433305,-0.009280005,0.072908096,0.039028414,0.0019584752
0.062291622,-0.02936215,0.017809685,0.022841139,-0.031006541,-0.058721475
-0.043978583,-0.05048833,0.08619188,-0.0038909211,0.02794757,0.021779325
0.047397614,0.006790308,-0.03333895,0.0075100246,0.0225021,-0.06338521
-0.016363222,-0.0011190422,0.016073106,-0.0073022856,0.0130966585,0.07256607
-0.053710613,-0.045633916,-0.05330285,-0.019646447,-0.053884707,0.025194237
-0.0037237795,-0.04433406,-0.0065758675,-0.013834551,0.080717735,0.030675817
0.07365483,0.051552344,-0.01234338,0.05836893,0.016710315,0.028270517
0.017463183,0.0041944794,0.02031682,-0.021504354,0.048282195,0.035145365
-0.07562607,-0.01891173,0.0137291355,-0.040432956,-0.037707303,-0.04746559
-0.03227988,-0.05504731,-0.03507716,-0.049752526,-0.0142061,0.03518818
0.012930324,-0.00750793,0.0305043,-0.026472155,-0.033819728,0.03573379
0.030689744,-0.026750322,-0.05101411,-0.032599,-0.0053352686,-0.06593279
-0.048246514,-0.0076486846,-0.00094310206,0.00061286986,0.058130078,-0.0755156
0.00714767,-0.04191338,0.028190274,0.01502107,0.05362054,0.023283564
0.018603496,0.04767168,-0.023442725,-0.012109229,0.024996422,0.06534403
0.022682164,0.006304933,0.0055393204,-0.095004864,-0.05723194,-0.05164324
-0.02378901,0.039376333,-0.05874237,-0.05902605,-0.062084116,-0.062070306
0.0068212333,-0.036093388,-0.023589447,0.014743091,0.027448047,-0.050209846
-0.010117149,-0.045936342,-0.076811396,0.053017292,-0.018912999,-0.043695457
0.040753562,0.027517045,0.10097505,0.071443915,0.038689017,-0.052131094
0.006239437,-0.026228016,-0.026443893,-0.0151186595,-0.004054142,0.04003899
-0.002362167,-0.012557324,-0.018936327,0.055947524,0.010180415,0.034662608
0.033180773,-0.0056083216,-0.03597365,0.021870827,0.0031924269,0.025844118
-0.061947204,-0.010419302,-0.012925213,-0.04347242,0.033201303,0.0636581
0.04534765,-0.05130598,-0.06423611,0.08994681,0.0049147382,-0.016877318
-0.04855095,-0.029152475,-0.024673473,-0.0059336713,0.0012682587,-0.032764442
-0.059039164,-0.015791709,0.0035467285,-0.057076585,0.00048314358,-0.06739135
-0.0039371937,0.083775766,-0.04934047,0.054165684,-0.00712587,-0.06580559
-0.055838782,-0.046757802,-0.012460983,-0.009403982,-0.02455881,0.018556919
0.0142929265,0.05169387,0.06912402,0.06781566,-0.005154949,-0.077808194
-0.0054909,0.015714787,-0.027033146,-0.03246629,0.04477219,-0.07453585
0.034990903,-0.021137645,4.920511e-05,0.06733204,0.048061483,-0.020753354
0.041890252,0.020738212,0.0066620223,-0.0014089935,0.0686621,-0.017469617
-0.053020306,0.018130086,-0.052414645,-0.032175004,0.029176224,-0.033251427
-0.02843418,-0.027221804,-0.045615688,-0.05575534,0.0034792225,-0.0075860615
-0.043879945,-0.059628077,0.046017896,0.0208089,-0.04656077,-0.013791257
-0.043080207,0.0030287716,-0.024563873,-0.029686818,-0.041320816,-0.061147787
0.025065104,0.018366259,0.03997138,-0.006881364,0.006539638,-0.06773743
0.025592096,0.0109297745,0.032997925,0.034303464,0.035115622,-0.07077875
-0.00061011757,-0.05150903,0.05108648,0.038217023,0.03402406,0.0729613
-0.055075858,-0.05406204,-0.08217502,-0.07677886,-0.008834075,-0.011494456
0.005542642,-0.064920716,0.0623988,-0.041698273,-0.0632828,-0.020243837
0.00011274398,0.01770781,0.034554116,-0.019698184,-0.038582105,0.06999936
0.05730576,-0.018112198,0.025247365,0.03696176,0.011784254,-0.07071394
-0.036850993,-0.033983387,-0.08857236,-0.0064570615,0.043161128,0.04430356
-0.074342385,-0.08249168,-0.05204253,0.05903349,0.052657835,0.0023841362
-0.05092462,-0.016586194,0.017584909,-0.024212895,0.013322157,0.027505418
0.044694044,-0.027290585,0.040100906,0.020399753,0.021561455,0.06459353
-0.039144102,-0.02612268,-0.03960382,-0.046933766,0.0021621287,0.051804066
0.06662022,0.04803661,0.064080015,0.07147838,-0.052514646,-0.07188703
0.05035872,0.08022016,0.07237845,-0.08520569,0.049598698,0.0052405577
0.054089665,-0.047606725,0.003735092,-0.10571862,0.043697756,0.0031262345
-0.007595452,-0.06596638,0.030461825,0.003982909,0.010737202,0.05879908
-0.051168583,-0.036595087,-0.084912576,-0.0014800954,0.08213763,0.021050673
0.053633716,0.06765039,0.0039619515,0.062890925,0.0075412113,-0.067592636
-0.06399464,0.0143395215,-0.034828532,-0.012407722,0.054011747,0.062436823
-0.06797161,-0.0045098527,-0.028833952,-0.037493683,-0.01950331,0.0773104
0.07050484,0.057596955,0.050392773,0.0715661,-0.0053962506,0.06461953
-0.03882032,0.030829728,-0.07384765,0.039406773,0.026929758,-0.032485284
0.023531934,-0.053481597,0.058175165,0.0047801286,0.021323709,0.065243304
-0.06958552,-0.0076590287,-0.011489823,-0.004022275,-0.044535134,0.006361367
0.007066374,0.019332217,-0.07820011,0.0014475269,0.046846528,0.03146747
0.05879338,0.024765534,0.0051860157,0.014874388,0.021942165,-0.02401846
-0.053024936,-0.043111537,0.017183138,-0.030879712,-0.026551632,0.07945505
0.08503969,0.08767083,0.0061528007,-0.03956985,-0.07497687,-0.045039948
-0.060033504,-0.038823746,-0.058802646,-0.0297809,-0.041133653,-0.043710332
-0.043996055,0.008672105,-0.015766367,0.005098226,-0.040181827,0.020818979
0.015045762,0.035336815,0.008327785,0.0709515,-0.044358965,-0.005490225
0.024468165,-0.02028389,0.006246513,0.024794078,0.023276666,0.03406167
0.059758026,0.052437868,0.040557176,0.030646967,-0.055187415,0.007559809
0.034226496,0.057607643,0.038070012,0.057902984,0.0067490414,-0.005669739
0.06755223,0.06501545,0.047210533,0.061930418,0.06631206,0.052763782
0.050292145,0.020782275,-0.053227294,-0.02779212,0.012791142,0.029598147
0.02190572,-0.006478661,0.047081817,0.033346083,0.03005149,0.022337342
0.0053792708,0.033744246,-0.039809287,-0.020478012,0.03497949,-0.048188314
0.017153347,0.056784764,0.007346309,0.054688845,-0.051924124,-0.0038658455
0.031647373,-0.053703595,-0.0048968913,-0.00029212597,-0.04026973,-0.03985351
0.02088193,0.027404847,0.047573682,0.017592762,0.0072342246,-0.042493973
-0.033764906,0.011383946,0.004400891,-0.015745576,-0.057149243,0.056656092
-0.0012954185,-0.010101687,-0.005166173,-0.02138068,0.020320233,-0.040504526
-0.020252502,0.04818155,0.042766437,0.04517462,0.0065990803,0.012023224
0.047475982,-0.0024828354,-0.043909952,0.039109476,-0.07648645,0.022114974
-0.0017517917,0.05473005,0.082465276,0.059833806,0.0038488116,-0.040875643
0.06704391,0.0359488,-0.04164452,0.07643345,-0.06679082,0.03464208
-0.033095907,-0.020991733,-0.023127953,0.029916013,-0.02688813,-0.02907488
0.044689868,0.077744134,0.065355174,0.057333663,0.042243592,-0.05446365
-0.070746146,-0.028473739,0.0038539765,0.023574596,0.0019406632,-0.02461669
-0.0067469305,-0.01959377,-0.058918625,-0.032323856,0.009391847,0.061793353
-0.030379422,0.039886635,-0.0036937536,0.0158238,-0.04695263,-0.07442068
0.046737324,-0.0150835905,0.014859332,0.02931467,0.023276407,0.013310109
0.061603095,0.011539768,-0.02032638,-0.099155985,0.025418373,-0.0039680423
0.041320026,0.07395113,0.086948715,0.08162001,0.0817333,-0.05797631
0.077732936,0.042860363,-0.07241107,-0.0026064352,-0.008951705,-0.001843051
0.02384275,0.04805634,-0.028951716,-0.073741965,-0.08715903,-0.07651341
0.008884386,-0.054741766,0.003722861,-0.008880719,-0.06331502,0.008877802
-0.054057248,-0.0464715,-0.08351119,-0.085594535,-0.046472475,-0.07060011
-0.07303687,-0.063459575,-0.021093884,0.013347295,0.022084562,0.010535996
-0.06794316,0.0036232055,0.013334263,-0.0006362648,-0.012407864,-0.002544545
0.033877596,-0.019791692,0.03251536,0.012293958,-0.0057054455,-0.048712797
-0.016915757,-0.00038025287,-0.010882528,0.03201002,-0.043920174,0.06344647
-0.00047893877,0.03647046,-0.03764295,0.062284872,0.015965587,0.024346398
0.051214613,0.034586668,-0.0073114545,0.07731603,-0.029947504,-0.071587764
0.08746663,0.014924969,0.060026664,-0.00027013276,0.042838313,-0.010117316
0.012007661,0.0046604965,0.086469516,0.045328323,0.021941679,-0.05385498
-0.0028968528,-0.045622725,-0.013267373,-0.039637033,-0.014577933,0.0050324337
0.011932177,0.022831326,-0.062123798,0.0007624499,-0.018054876,-0.017914074
-0.024697285,0.006086767,-0.06856681,-0.03185837,-0.018669015,-0.024005843
0.058062434,-0.06163573,0.029409736,0.006998765,-0.06658021,-0.015137729
-0.0455125,0.0023127066,-0.02427555,-0.014066652,0.008617724,0.07437345
0.0028573952,0.08678435,-0.069005884,-0.047503114,-0.079330474,0.05881555
-0.0071421694,0.024530787,0.04483703,0.0024630192,0.049508404,0.03929502
-0.084642686,-0.06082877,-0.05320679,-0.042836234,0.02785564,0.037205324
0.0049511855,-0.04494462,0.069246754,0.07043207,-0.00028068293,0.064269446
0.021304224,0.029655557,0.02795506,0.0008332323,0.044028472,0.0003001986
0.006294045,0.0014582927,0.029552909,0.039651457,0.046373483,0.0128589915
-0.0064796223,0.018028714,-0.0515808,-0.004275554,-0.047501173,-0.06646079
-0.015057294,0.0056437394,0.017807942,0.008051377,0.0014951406,0.005396997
-0.04213212,-0.011703794,0.055320345,0.0409139,0.053796817,-0.015823087
0.025160331,0.069441885,-0.06114297,0.025660845,0.06600124,0.042024653
-0.026963491,0.040800843,0.014996118,-0.029325983,-0.05549404,-0.015231591
-0.015025832,-0.052960746,-0.07059105,-0.011365862,-0.012819865,-0.07291068
0.024149867,0.024974827,-0.01479046,0.06033563,0.0067525795,0.039613035
-0.030859062,-0.053937815,0.050006166,0.09158069,0.04698979,0.054238938
0.029623633,0.004782018,0.0263517,0.028145643,0.02155199,0.008790847
-0.0013956905,-0.047128834,0.009168674,0.035909534,0.015541684,0.047277026
-0.016131172,0.020306781,0.0004158011,0.03647977,-0.06030134,-0.03931762
0.0031531462,0.07119654,0.03954617,0.047696356,0.0019833373,-0.03088523
-0.06453053,-0.028496586,-0.05496103,-0.031296175,-0.029931208,-0.00919272
0.0060510724,-0.031272274,0.04475202,0.031988833,-0.03660037,0.0016465177
0.041094657,-0.0075520156,0.022740291,0.06259169,-0.00031608797,-0.0201849
0.012154423,0.0016007355,0.06723854,0.011726729,-0.04357026,-0.05270006
-0.023550833,0.020942831,0.08186387,0.039218947,0.026336635,-0.037086178
0.04755087,0.06215411,-0.008642648,0.05973805,0.058486596,-0.023703838
-0.08725043,-0.0908069,-0.09011807,-0.08971737,-0.0017590972,0.04571149
-0.07045878,0.019769382,-0.002186702,-0.0044004815,-0.016090918,0.07436414
0.03493097,0.036841247,0.037781894,0.028897107,0.016944183,-0.036714062
-0.047147565,-0.025235519,0.023749141,-0.00998106,0.01814875,0.034695715
-0.06432384,0.019838348,0.05101926,-0.0052840565,0.019428572,-0.009610592
0.013678672,0.00035493102,0.05492062,-0.01622932,0.02057955,0.0538218
-0.045110684,-0.06245539,-0.03831604,-0.011111233,-0.0017034619,-0.03385397
-0.03002085,0.03192218,0.036509156,0.02492129,0.040942352,-0.007093223
0.047616113,0.05629316,0.057753656,0.06099831,0.04361669,0.0627296
