Model,k
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=1.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=1.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=1.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_troyerextended,3
forage_phonologicaldynamiclocal_troyerextended,3
forage_phonologicaldynamicswitch_troyerextended,3
forage_random_baseline,1
