Model,k
forage_phonologicaldynamicswitch_delta_rise=0.0_fall=0.5,5
forage_phonologicaldynamicglobal_delta_rise=0.0_fall=0.75,5
forage_phonologicaldynamiclocal_delta_rise=0.0_fall=0.75,5
forage_phonologicaldynamicswitch_delta_rise=0.0_fall=0.75,5
forage_phonologicaldynamicglobal_delta_rise=0.0_fall=1.0,5
forage_phonologicaldynamiclocal_delta_rise=0.0_fall=1.0,5
forage_phonologicaldynamicswitch_delta_rise=0.0_fall=1.0,5
forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.0,5
forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.0,5
forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.0,5
forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.25,5
forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.25,5
forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.25,5
forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.5,5
forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.5,5
forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.5,5
forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.75,5
forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.75,5
forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.75,5
forage_phonologicaldynamicglobal_delta_rise=0.25_fall=1.0,5
forage_phonologicaldynamiclocal_delta_rise=0.25_fall=1.0,5
forage_phonologicaldynamicswitch_delta_rise=0.25_fall=1.0,5
forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.0,5
forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.0,5
forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.0,5
forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.25,5
forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.25,5
forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.25,5
forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.5,5
forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.5,5
forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.5,5
forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.75,5
forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.75,5
forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.75,5
forage_phonologicaldynamicglobal_delta_rise=0.5_fall=1.0,5
forage_phonologicaldynamiclocal_delta_rise=0.5_fall=1.0,5
forage_phonologicaldynamicswitch_delta_rise=0.5_fall=1.0,5
forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.0,5
forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.0,5
forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.0,5
forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.25,5
forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.25,5
forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.25,5
forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.5,5
forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.5,5
forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.5,5
forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.75,5
forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.75,5
forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.75,5
forage_phonologicaldynamicglobal_delta_rise=0.75_fall=1.0,5
forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0,5
forage_phonologicaldynamicswitch_delta_rise=0.75_fall=1.0,5
forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.0,5
forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.0,5
forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.0,5
forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.25,5
forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.25,5
forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.25,5
forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.5,5
forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.5,5
forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.5,5
forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.75,5
forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.75,5
forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.75,5
forage_phonologicaldynamicglobal_delta_rise=1.0_fall=1.0,5
forage_phonologicaldynamiclocal_delta_rise=1.0_fall=1.0,5
forage_phonologicaldynamicswitch_delta_rise=1.0_fall=1.0,5
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.0_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.1_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.1_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.1_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.25_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.25_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.25_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.25_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.25_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.25_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.25_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.25_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.5_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.5_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.5_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.5_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.5_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.5_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.5_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.5_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.75_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.75_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.75_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.75_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.75_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=0.75_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=0.75_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=0.75_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=1.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=1.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=1.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=1.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=1.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.2_rise=1.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.2_rise=1.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.2_rise=1.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.25,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.5,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=0.75,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,6
forage_phonologicaldynamiclocal_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,6
forage_phonologicaldynamicswitch_multimodaldelta_alpha=0.30000000000000004_rise=0.0_fall=1.0,6
forage_phonologicaldynamicglobal_multimodaldelta_alpha=0.30000000000000004_rise=0.25_fall=0.0,6
