Switch_Method,Switches_per_Subj_mean,Switches_per_Subj_SD,Model,Beta_Frequency_mean,Beta_Frequency_std,Beta_Semantic_mean,Beta_Semantic_std,Beta_Phonological_mean,Beta_Phonological_std
delta_rise=0.5_fall=1.0,8.197916666666666,3.077538896540907,forage_phonologicaldynamiclocal,7.765430158549445,2.043174812942631,5.561818348912819,1.5440182523119392,-0.222478613296033,0.3599390843611759
delta_rise=0.5_fall=1.0,8.197916666666666,3.077538896540907,forage_phonologicaldynamicswitch,7.824875144389086,2.0380340516582574,4.333936247147839,0.6235554065102786,-0.13924743129010775,0.5425139639304267
delta_rise=0.75_fall=0.0,13.578125,3.74223371144049,forage_dynamic,8.009517709574588,2.04667670431577,4.847085738436448,0.647104022888989,,
delta_rise=0.75_fall=0.0,13.578125,3.74223371144049,forage_phonologicaldynamicglobal,7.9235702976181415,2.032066309757769,5.405500620561823,0.9584659678236244,-0.08112061343772774,0.09389464192682481
delta_rise=0.75_fall=0.0,13.578125,3.74223371144049,forage_phonologicaldynamiclocal,8.043211884010484,2.075944767719875,6.985800276810771,2.435762030913425,-0.4418454235469566,0.6990745232826149
delta_rise=0.75_fall=0.0,13.578125,3.74223371144049,forage_phonologicaldynamicswitch,8.000294834719446,2.0484669048176065,4.847468889315557,0.6473605542309092,-0.04073375603521473,0.25925728726460295
delta_rise=0.75_fall=0.25,13.041666666666666,3.7092695447426784,forage_dynamic,7.986129773521644,2.030591426585516,4.805925022145164,0.6479009504848409,,
delta_rise=0.75_fall=0.25,13.041666666666666,3.7092695447426784,forage_phonologicaldynamicglobal,7.89502758454944,2.0149672027579406,5.387905493489968,0.9533595439241901,-0.08504014909705167,0.09484274321614959
delta_rise=0.75_fall=0.25,13.041666666666666,3.7092695447426784,forage_phonologicaldynamiclocal,8.009578552049819,2.051698598015665,6.798651378076095,2.1972739724704207,-0.40954269567036955,0.680750160941485
delta_rise=0.75_fall=0.25,13.041666666666666,3.7092695447426784,forage_phonologicaldynamicswitch,7.976837241594974,2.0320999647064824,4.806347074316774,0.6481875649933353,-0.04221612570880707,0.25671540027324463
delta_rise=0.75_fall=0.5,12.473958333333334,3.747130702052424,forage_dynamic,7.9607403709668345,2.024319547516979,4.762440129119838,0.6496238806735879,,
delta_rise=0.75_fall=0.5,12.473958333333334,3.747130702052424,forage_phonologicaldynamicglobal,7.864420689199378,2.007903652904843,5.3677480229284695,0.9619122838995602,-0.08910292610069655,0.0965721962515806
delta_rise=0.75_fall=0.5,12.473958333333334,3.747130702052424,forage_phonologicaldynamiclocal,7.970911841487709,2.0370657111512838,6.680539809764752,2.1544356207260615,-0.3713915993551998,0.597597320145949
delta_rise=0.75_fall=0.5,12.473958333333334,3.747130702052424,forage_phonologicaldynamicswitch,7.9508822587735395,2.0272645534420874,4.763126206777923,0.6498884512908141,-0.05525354918471679,0.3104381068920623
delta_rise=0.75_fall=0.75,11.114583333333334,3.69647859361522,forage_dynamic,7.911897474977995,2.028654013870347,4.623024630779507,0.6476464463075297,,
delta_rise=0.75_fall=0.75,11.114583333333334,3.69647859361522,forage_phonologicaldynamicglobal,7.806443619603904,2.010456048110863,5.242719952789558,0.9601260900968684,-0.09357619891194574,0.0964870121018834
delta_rise=0.75_fall=0.75,11.114583333333334,3.69647859361522,forage_phonologicaldynamiclocal,7.887739886576671,2.0352182236603333,6.328754977292275,1.9320373936365645,-0.2953609331545525,0.4538976119204841
delta_rise=0.75_fall=0.75,11.114583333333334,3.69647859361522,forage_phonologicaldynamicswitch,7.905933617643573,2.0325177745912617,4.623772680459436,0.6478476125817567,-0.08952687217506593,0.4653475962092032
delta_rise=0.75_fall=1.0,9.666666666666666,3.5492565731744756,forage_dynamic,7.8737298610981385,2.0190916869690954,4.477726110569711,0.6776692379830503,,
delta_rise=0.75_fall=1.0,9.666666666666666,3.5492565731744756,forage_phonologicaldynamicglobal,7.762607085964756,2.001392771517936,5.0964688319199265,0.9747863490345233,-0.0961621241223589,0.09610442080810362
delta_rise=0.75_fall=1.0,9.666666666666666,3.5492565731744756,forage_phonologicaldynamiclocal,7.832750799866492,2.0257021003386915,6.01892903048554,1.909397873255741,-0.27009391951300593,0.4338109403014581
delta_rise=0.75_fall=1.0,9.666666666666666,3.5492565731744756,forage_phonologicaldynamicswitch,7.872154803595239,2.021156095057837,4.4781436635211085,0.6778762886212703,-0.11685079567440924,0.5381846013267824
