Subject,Semantic_Similarity_mean,Semantic_Similarity_std,Frequency_Value_mean,Frequency_Value_std,Phonological_Similarity_mean,Phonological_Similarity_std,#_of_Items,Switch_Method,Number_of_Switches,Cluster_Size_mean,Cluster_Size_std
35.0,,,,,,,,delta_rise=1.0_fall=0.0,16,1.4375,0.7043392293490403
35.0,,,,,,,,delta_rise=1.0_fall=0.25,16,1.4375,0.7043392293490403
35.0,,,,,,,,delta_rise=1.0_fall=0.5,16,1.4375,0.7043392293490403
35.0,,,,,,,,delta_rise=1.0_fall=0.75,15,1.5333333333333334,1.0873004286866728
35.0,,,,,,,,delta_rise=1.0_fall=1.0,15,1.5333333333333334,1.0873004286866728
35.0,,,,,,,,multimodal_alpha=0.0,2,7.666666666666667,4.9216076867444665
35.0,,,,,,,,multimodal_alpha=0.1,7,2.875,0.7806247497997998
35.0,,,,,,,,multimodal_alpha=0.2,7,2.875,0.7806247497997998
35.0,,,,,,,,multimodal_alpha=0.30000000000000004,7,2.875,0.7806247497997998
35.0,,,,,,,,multimodal_alpha=0.4,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=0.5,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=0.6000000000000001,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=0.7000000000000001,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=0.8,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=0.9,7,2.875,0.5994789404140899
35.0,,,,,,,,multimodal_alpha=1.0,8,2.5555555555555554,0.49690399499995325
35.0,,,,,,,,norms_associative,10,2.3,1.1874342087037917
35.0,,,,,,,,norms_categorical,11,2.090909090909091,0.9958591954639384
35.0,,,,,,,,simdrop,8,2.5555555555555554,0.49690399499995325
37.0,0.3743755449600791,0.11349030007729319,6.340616508837565,0.6303126184004898,0.19922222222222222,0.05911790713856879,23.0,delta_rise=0.0_fall=0.0,13,1.7692307692307692,0.6965680875490321
37.0,,,,,,,,delta_rise=0.0_fall=0.25,12,1.9166666666666667,0.8620067027323834
37.0,,,,,,,,delta_rise=0.0_fall=0.5,11,2.090909090909091,0.8999540851465151
37.0,,,,,,,,delta_rise=0.0_fall=0.75,11,2.090909090909091,0.8999540851465151
37.0,,,,,,,,delta_rise=0.0_fall=1.0,10,2.3,1.2688577540449522
37.0,,,,,,,,delta_rise=0.25_fall=0.0,15,1.5333333333333334,0.618241233033047
37.0,,,,,,,,delta_rise=0.25_fall=0.25,14,1.6428571428571428,0.8112726208286104
37.0,,,,,,,,delta_rise=0.25_fall=0.5,13,1.7692307692307692,0.8904489925223251
37.0,,,,,,,,delta_rise=0.25_fall=0.75,13,1.7692307692307692,0.8904489925223251
37.0,,,,,,,,delta_rise=0.25_fall=1.0,13,1.7692307692307692,0.8904489925223251
37.0,,,,,,,,delta_rise=0.5_fall=0.0,16,1.4375,0.6091746465505602
37.0,,,,,,,,delta_rise=0.5_fall=0.25,15,1.5333333333333334,0.8055363982396382
37.0,,,,,,,,delta_rise=0.5_fall=0.5,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=0.5_fall=0.75,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=0.5_fall=1.0,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=0.75_fall=0.0,16,1.4375,0.6091746465505602
37.0,,,,,,,,delta_rise=0.75_fall=0.25,15,1.5333333333333334,0.8055363982396382
37.0,,,,,,,,delta_rise=0.75_fall=0.5,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=0.75_fall=0.75,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=0.75_fall=1.0,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=1.0_fall=0.0,16,1.4375,0.6091746465505602
37.0,,,,,,,,delta_rise=1.0_fall=0.25,15,1.5333333333333334,0.8055363982396382
37.0,,,,,,,,delta_rise=1.0_fall=0.5,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=1.0_fall=0.75,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,delta_rise=1.0_fall=1.0,14,1.6428571428571428,0.8949974347244049
37.0,,,,,,,,multimodal_alpha=0.0,1,11.5,9.5
37.0,,,,,,,,multimodal_alpha=0.1,6,3.2857142857142856,1.2777531299998799
37.0,,,,,,,,multimodal_alpha=0.2,6,3.2857142857142856,1.2777531299998799
37.0,,,,,,,,multimodal_alpha=0.30000000000000004,6,3.2857142857142856,1.2777531299998799
37.0,,,,,,,,multimodal_alpha=0.4,5,3.8333333333333335,1.3437096247164249
37.0,,,,,,,,multimodal_alpha=0.5,5,3.8333333333333335,1.3437096247164249
37.0,,,,,,,,multimodal_alpha=0.6000000000000001,6,3.2857142857142856,1.2777531299998799
37.0,,,,,,,,multimodal_alpha=0.7000000000000001,5,3.8333333333333335,1.5723301886761007
37.0,,,,,,,,multimodal_alpha=0.8,6,3.2857142857142856,1.1605769149479943
37.0,,,,,,,,multimodal_alpha=0.9,7,2.875,0.9270248108869579
37.0,,,,,,,,multimodal_alpha=1.0,7,2.875,0.9270248108869579
37.0,,,,,,,,norms_associative,16,1.3529411764705883,0.5882352941176471
37.0,,,,,,,,norms_categorical,16,1.3529411764705883,0.5882352941176471
37.0,,,,,,,,simdrop,7,2.875,0.9270248108869579
38.0,0.4829846559675113,0.14052661042915962,6.04160207521338,0.9719128331789206,0.27467142857142857,0.17271790791428002,25.0,delta_rise=0.0_fall=0.0,12,2.0833333333333335,0.9537935951882998
38.0,,,,,,,,delta_rise=0.0_fall=0.25,11,2.272727272727273,0.9620913858416694
38.0,,,,,,,,delta_rise=0.0_fall=0.5,11,2.272727272727273,0.9620913858416694
38.0,,,,,,,,delta_rise=0.0_fall=0.75,6,4.166666666666667,3.131382371342656
38.0,,,,,,,,delta_rise=0.0_fall=1.0,6,4.166666666666667,3.131382371342656
38.0,,,,,,,,delta_rise=0.25_fall=0.0,15,1.6666666666666667,0.8692269873603531
38.0,,,,,,,,delta_rise=0.25_fall=0.25,14,1.7857142857142858,0.9394961741404219
38.0,,,,,,,,delta_rise=0.25_fall=0.5,14,1.7857142857142858,0.9394961741404219
38.0,,,,,,,,delta_rise=0.25_fall=0.75,9,2.7777777777777777,2.3934065809486684
38.0,,,,,,,,delta_rise=0.25_fall=1.0,9,2.7777777777777777,2.3934065809486684
38.0,,,,,,,,delta_rise=0.5_fall=0.0,17,1.4705882352941178,0.6056253024110001
38.0,,,,,,,,delta_rise=0.5_fall=0.25,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=0.5_fall=0.5,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=0.5_fall=0.75,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,delta_rise=0.5_fall=1.0,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,delta_rise=0.75_fall=0.0,17,1.4705882352941178,0.6056253024110001
38.0,,,,,,,,delta_rise=0.75_fall=0.25,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=0.75_fall=0.5,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=0.75_fall=0.75,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,delta_rise=0.75_fall=1.0,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,delta_rise=1.0_fall=0.0,17,1.4705882352941178,0.6056253024110001
38.0,,,,,,,,delta_rise=1.0_fall=0.25,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=1.0_fall=0.5,16,1.5625,0.7043392293490403
38.0,,,,,,,,delta_rise=1.0_fall=0.75,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,delta_rise=1.0_fall=1.0,11,2.272727272727273,2.2193737483152187
38.0,,,,,,,,multimodal_alpha=0.0,1,12.5,8.5
38.0,,,,,,,,multimodal_alpha=0.1,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.2,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.30000000000000004,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.4,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.5,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.6000000000000001,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.7000000000000001,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.8,7,3.125,1.0532687216470449
38.0,,,,,,,,multimodal_alpha=0.9,6,3.5714285714285716,1.178030178747903
38.0,,,,,,,,multimodal_alpha=1.0,7,3.125,1.2686114456365274
38.0,,,,,,,,norms_associative,9,2.5,1.02469507659596
38.0,,,,,,,,norms_categorical,9,2.5,1.02469507659596
38.0,,,,,,,,simdrop,7,3.125,1.2686114456365274
39.0,0.449350510229441,0.13354787047162964,5.928584232705265,0.7741660337752914,0.2783,0.144601406171125,17.0,delta_rise=0.0_fall=0.0,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.0_fall=0.25,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.0_fall=0.5,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.0_fall=0.75,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.0_fall=1.0,5,2.8333333333333335,1.9507833184532708
39.0,,,,,,,,delta_rise=0.25_fall=0.0,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.25_fall=0.25,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.25_fall=0.5,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.25_fall=0.75,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,delta_rise=0.25_fall=1.0,5,2.8333333333333335,1.9507833184532708
39.0,,,,,,,,delta_rise=0.5_fall=0.0,8,1.8888888888888888,0.9938079899999066
39.0,,,,,,,,delta_rise=0.5_fall=0.25,8,1.8888888888888888,0.9938079899999066
39.0,,,,,,,,delta_rise=0.5_fall=0.5,8,1.8888888888888888,0.9938079899999066
39.0,,,,,,,,delta_rise=0.5_fall=0.75,8,1.8888888888888888,0.9938079899999066
39.0,,,,,,,,delta_rise=0.5_fall=1.0,8,1.8888888888888888,0.9938079899999066
39.0,,,,,,,,delta_rise=0.75_fall=0.0,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=0.75_fall=0.25,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=0.75_fall=0.5,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=0.75_fall=0.75,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=0.75_fall=1.0,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=1.0_fall=0.0,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=1.0_fall=0.25,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=1.0_fall=0.5,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=1.0_fall=0.75,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,delta_rise=1.0_fall=1.0,13,1.2142857142857142,0.41032590332414487
39.0,,,,,,,,multimodal_alpha=0.0,1,8.5,7.5
39.0,,,,,,,,multimodal_alpha=0.1,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.2,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.30000000000000004,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.4,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.5,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.6000000000000001,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.7000000000000001,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.8,6,2.4285714285714284,0.9035079029052513
39.0,,,,,,,,multimodal_alpha=0.9,5,2.8333333333333335,1.0671873729054748
39.0,,,,,,,,multimodal_alpha=1.0,5,2.8333333333333335,1.0671873729054748
39.0,,,,,,,,norms_associative,10,1.5454545454545454,0.6555547773570889
39.0,,,,,,,,norms_categorical,10,1.5454545454545454,0.6555547773570889
39.0,,,,,,,,simdrop,5,2.8333333333333335,1.0671873729054748
40.0,0.47245530462022756,0.1101591698016753,5.998038701176584,0.7266362906567356,0.23062727272727274,0.09808987808035129,31.0,delta_rise=0.0_fall=0.0,14,2.066666666666667,0.8537498983243799
40.0,,,,,,,,delta_rise=0.0_fall=0.25,14,2.066666666666667,0.8537498983243799
40.0,,,,,,,,delta_rise=0.0_fall=0.5,12,2.3846153846153846,1.3323467750529825
40.0,,,,,,,,delta_rise=0.0_fall=0.75,10,2.8181818181818183,1.5850541612875177
40.0,,,,,,,,delta_rise=0.0_fall=1.0,10,2.8181818181818183,1.5850541612875177
40.0,,,,,,,,delta_rise=0.25_fall=0.0,16,1.8235294117647058,0.8564835163859433
40.0,,,,,,,,delta_rise=0.25_fall=0.25,16,1.8235294117647058,0.8564835163859433
40.0,,,,,,,,delta_rise=0.25_fall=0.5,12,2.3846153846153846,1.3323467750529825
40.0,,,,,,,,delta_rise=0.25_fall=0.75,10,2.8181818181818183,1.5850541612875177
40.0,,,,,,,,delta_rise=0.25_fall=1.0,10,2.8181818181818183,1.5850541612875177
40.0,,,,,,,,delta_rise=0.5_fall=0.0,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=0.5_fall=0.25,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=0.5_fall=0.5,13,2.2142857142857144,1.3190132366156704
40.0,,,,,,,,delta_rise=0.5_fall=0.75,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,delta_rise=0.5_fall=1.0,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,delta_rise=0.75_fall=0.0,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=0.75_fall=0.25,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=0.75_fall=0.5,13,2.2142857142857144,1.3190132366156704
40.0,,,,,,,,delta_rise=0.75_fall=0.75,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,delta_rise=0.75_fall=1.0,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,delta_rise=1.0_fall=0.0,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=1.0_fall=0.25,17,1.7222222222222223,0.8031573497111644
40.0,,,,,,,,delta_rise=1.0_fall=0.5,13,2.2142857142857144,1.3190132366156704
40.0,,,,,,,,delta_rise=1.0_fall=0.75,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,delta_rise=1.0_fall=1.0,11,2.5833333333333335,1.4976833963009524
40.0,,,,,,,,multimodal_alpha=0.0,4,6.2,7.4404300950953095
40.0,,,,,,,,multimodal_alpha=0.1,11,2.5833333333333335,0.9537935951882998
40.0,,,,,,,,multimodal_alpha=0.2,11,2.5833333333333335,0.9537935951882998
40.0,,,,,,,,multimodal_alpha=0.30000000000000004,11,2.5833333333333335,0.9537935951882998
40.0,,,,,,,,multimodal_alpha=0.4,11,2.5833333333333335,0.9537935951882998
40.0,,,,,,,,multimodal_alpha=0.5,11,2.5833333333333335,0.9537935951882998
40.0,,,,,,,,multimodal_alpha=0.6000000000000001,11,2.5833333333333335,0.8620067027323833
40.0,,,,,,,,multimodal_alpha=0.7000000000000001,11,2.5833333333333335,0.8620067027323833
40.0,,,,,,,,multimodal_alpha=0.8,10,2.8181818181818183,0.9359663764533637
40.0,,,,,,,,multimodal_alpha=0.9,10,2.8181818181818183,0.8331955809010617
40.0,,,,,,,,multimodal_alpha=1.0,10,2.8181818181818183,0.7158188976374374
40.0,,,,,,,,norms_associative,12,2.3846153846153846,1.8203322409537277
40.0,,,,,,,,norms_categorical,13,2.2142857142857144,1.5665508713900935
40.0,,,,,,,,simdrop,10,2.8181818181818183,0.7158188976374374
41.0,0.4012570280604192,0.06026944790492796,6.258471310345234,0.6301112266268432,0.2256,0.08041774857401993,20.0,delta_rise=0.0_fall=0.0,9,2.2222222222222223,1.0304020550550783
41.0,,,,,,,,delta_rise=0.0_fall=0.25,8,2.5,1.0
41.0,,,,,,,,delta_rise=0.0_fall=0.5,8,2.5,1.0
41.0,,,,,,,,delta_rise=0.0_fall=0.75,7,2.857142857142857,0.8329931278350429
41.0,,,,,,,,delta_rise=0.0_fall=1.0,6,3.3333333333333335,1.1055415967851334
41.0,,,,,,,,delta_rise=0.25_fall=0.0,9,2.2222222222222223,1.0304020550550783
41.0,,,,,,,,delta_rise=0.25_fall=0.25,8,2.5,1.0
41.0,,,,,,,,delta_rise=0.25_fall=0.5,8,2.5,1.0
41.0,,,,,,,,delta_rise=0.25_fall=0.75,7,2.857142857142857,0.8329931278350429
41.0,,,,,,,,delta_rise=0.25_fall=1.0,6,3.3333333333333335,1.1055415967851334
41.0,,,,,,,,delta_rise=0.5_fall=0.0,12,1.6666666666666667,0.8498365855987974
41.0,,,,,,,,delta_rise=0.5_fall=0.25,11,1.8181818181818181,0.9359663764533637
41.0,,,,,,,,delta_rise=0.5_fall=0.5,11,1.8181818181818181,0.9359663764533637
41.0,,,,,,,,delta_rise=0.5_fall=0.75,10,2.0,1.0
41.0,,,,,,,,delta_rise=0.5_fall=1.0,9,2.2222222222222223,1.3966450099973926
41.0,,,,,,,,delta_rise=0.75_fall=0.0,12,1.6666666666666667,0.8498365855987974
41.0,,,,,,,,delta_rise=0.75_fall=0.25,11,1.8181818181818181,0.9359663764533637
41.0,,,,,,,,delta_rise=0.75_fall=0.5,11,1.8181818181818181,0.9359663764533637
41.0,,,,,,,,delta_rise=0.75_fall=0.75,10,2.0,1.0
41.0,,,,,,,,delta_rise=0.75_fall=1.0,9,2.2222222222222223,1.3966450099973926
41.0,,,,,,,,delta_rise=1.0_fall=0.0,14,1.4285714285714286,0.82065180664829
41.0,,,,,,,,delta_rise=1.0_fall=0.25,13,1.5384615384615385,0.9294650748918901
41.0,,,,,,,,delta_rise=1.0_fall=0.5,13,1.5384615384615385,0.9294650748918901
41.0,,,,,,,,delta_rise=1.0_fall=0.75,13,1.5384615384615385,0.9294650748918901
41.0,,,,,,,,delta_rise=1.0_fall=1.0,13,1.5384615384615385,0.9294650748918901
41.0,,,,,,,,multimodal_alpha=0.0,0,20.0,0.0
41.0,,,,,,,,multimodal_alpha=0.1,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.2,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.30000000000000004,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.4,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.5,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.6000000000000001,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.7000000000000001,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.8,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=0.9,6,2.857142857142857,0.8329931278350429
41.0,,,,,,,,multimodal_alpha=1.0,5,3.3333333333333335,1.3743685418725535
41.0,,,,,,,,norms_associative,14,1.4285714285714286,0.8206518066482897
41.0,,,,,,,,norms_categorical,14,1.4285714285714286,0.8206518066482897
41.0,,,,,,,,simdrop,5,3.3333333333333335,1.3743685418725535
42.0,0.43064009850188056,0.130449652742148,5.9517407835963905,0.6746111353509813,0.19958571428571428,0.11460925494340027,34.0,delta_rise=0.0_fall=0.0,16,2.125,0.8569568250501305
42.0,,,,,,,,delta_rise=0.0_fall=0.25,15,2.2666666666666666,1.1234866364235143
42.0,,,,,,,,delta_rise=0.0_fall=0.5,13,2.4285714285714284,1.4498416521560316
42.0,,,,,,,,delta_rise=0.0_fall=0.75,10,3.090909090909091,2.31416764751961
42.0,,,,,,,,delta_rise=0.0_fall=1.0,10,3.090909090909091,2.31416764751961
42.0,,,,,,,,delta_rise=0.25_fall=0.0,21,1.619047619047619,0.8438116736509215
42.0,,,,,,,,delta_rise=0.25_fall=0.25,19,1.7894736842105263,1.004146527807311
42.0,,,,,,,,delta_rise=0.25_fall=0.5,19,1.7894736842105263,1.004146527807311
42.0,,,,,,,,delta_rise=0.25_fall=0.75,14,2.4285714285714284,2.1946130708196026
42.0,,,,,,,,delta_rise=0.25_fall=1.0,14,2.4285714285714284,2.1946130708196026
42.0,,,,,,,,delta_rise=0.5_fall=0.0,23,1.4782608695652173,0.7728864710709207
42.0,,,,,,,,delta_rise=0.5_fall=0.25,21,1.619047619047619,0.9499970163457147
42.0,,,,,,,,delta_rise=0.5_fall=0.5,21,1.619047619047619,0.9499970163457147
42.0,,,,,,,,delta_rise=0.5_fall=0.75,17,2.0,1.8149704259460602
42.0,,,,,,,,delta_rise=0.5_fall=1.0,17,2.0,1.8149704259460602
42.0,,,,,,,,delta_rise=0.75_fall=0.0,25,1.36,0.5571355310873648
42.0,,,,,,,,delta_rise=0.75_fall=0.25,23,1.4782608695652173,0.7728864710709208
42.0,,,,,,,,delta_rise=0.75_fall=0.5,23,1.4782608695652173,0.7728864710709208
42.0,,,,,,,,delta_rise=0.75_fall=0.75,17,2.0,1.8149704259460602
42.0,,,,,,,,delta_rise=0.75_fall=1.0,17,2.0,1.8149704259460602
42.0,,,,,,,,delta_rise=1.0_fall=0.0,26,1.3076923076923077,0.5384615384615384
42.0,,,,,,,,delta_rise=1.0_fall=0.25,24,1.4166666666666667,0.7592027982620249
42.0,,,,,,,,delta_rise=1.0_fall=0.5,24,1.4166666666666667,0.7592027982620249
42.0,,,,,,,,delta_rise=1.0_fall=0.75,19,1.7894736842105263,1.6726577454811264
42.0,,,,,,,,delta_rise=1.0_fall=1.0,19,1.7894736842105263,1.6726577454811264
42.0,,,,,,,,multimodal_alpha=0.0,3,8.5,2.179449471770337
42.0,,,,,,,,multimodal_alpha=0.1,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.2,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.30000000000000004,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.4,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.5,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.6000000000000001,12,2.6153846153846154,0.6249260311258431
42.0,,,,,,,,multimodal_alpha=0.7000000000000001,11,2.8333333333333335,0.8975274678557507
42.0,,,,,,,,multimodal_alpha=0.8,11,2.8333333333333335,1.0671873729054748
42.0,,,,,,,,multimodal_alpha=0.9,11,2.8333333333333335,1.0671873729054748
42.0,,,,,,,,multimodal_alpha=1.0,11,2.8333333333333335,0.7993052538854533
42.0,,,,,,,,norms_associative,15,2.2666666666666666,1.4817407180595243
42.0,,,,,,,,norms_categorical,18,1.8888888888888888,1.2862041003100249
42.0,,,,,,,,simdrop,11,2.8333333333333335,0.7993052538854533
43.0,0.4315591889024455,0.11068409711942584,6.036457288558482,0.6448748993800745,0.15566666666666665,0.031804440322735196,27.0,delta_rise=0.0_fall=0.0,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.0_fall=0.25,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.0_fall=0.5,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.0_fall=0.75,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.0_fall=1.0,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.25_fall=0.0,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.25_fall=0.25,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.25_fall=0.5,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.25_fall=0.75,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.25_fall=1.0,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.5_fall=0.0,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.5_fall=0.25,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.5_fall=0.5,16,1.6875,0.8454843286542927
43.0,,,,,,,,delta_rise=0.5_fall=0.75,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.5_fall=1.0,9,3.0,2.581988897471611
43.0,,,,,,,,delta_rise=0.75_fall=0.0,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=0.75_fall=0.25,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=0.75_fall=0.5,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=0.75_fall=0.75,12,2.25,2.203217344400381
43.0,,,,,,,,delta_rise=0.75_fall=1.0,12,2.25,2.203217344400381
43.0,,,,,,,,delta_rise=1.0_fall=0.0,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=1.0_fall=0.25,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=1.0_fall=0.5,19,1.4210526315789473,0.5907880084379907
43.0,,,,,,,,delta_rise=1.0_fall=0.75,12,2.25,2.203217344400381
43.0,,,,,,,,delta_rise=1.0_fall=1.0,12,2.25,2.203217344400381
43.0,,,,,,,,multimodal_alpha=0.0,2,9.0,3.559026084010437
43.0,,,,,,,,multimodal_alpha=0.1,6,3.857142857142857,1.6413036132965795
43.0,,,,,,,,multimodal_alpha=0.2,6,3.857142857142857,1.6413036132965795
43.0,,,,,,,,multimodal_alpha=0.30000000000000004,6,3.857142857142857,1.6413036132965795
43.0,,,,,,,,multimodal_alpha=0.4,8,3.0,0.9428090415820634
43.0,,,,,,,,multimodal_alpha=0.5,8,3.0,0.9428090415820634
43.0,,,,,,,,multimodal_alpha=0.6000000000000001,7,3.375,1.4947825928876748
43.0,,,,,,,,multimodal_alpha=0.7000000000000001,7,3.375,1.4947825928876748
43.0,,,,,,,,multimodal_alpha=0.8,7,3.375,1.5761900266148114
43.0,,,,,,,,multimodal_alpha=0.9,7,3.375,1.5761900266148114
43.0,,,,,,,,multimodal_alpha=1.0,6,3.857142857142857,1.6413036132965795
43.0,,,,,,,,norms_associative,14,1.9285714285714286,0.8835226340609272
43.0,,,,,,,,norms_categorical,14,1.9285714285714286,0.8835226340609272
43.0,,,,,,,,simdrop,6,3.857142857142857,1.6413036132965795
44.0,0.4011297534454777,0.1037843176504738,5.884296577151296,0.8685937183539355,0.2873111111111111,0.1283498777214498,26.0,delta_rise=0.0_fall=0.0,11,2.3636363636363638,1.4937887931959075
44.0,,,,,,,,delta_rise=0.0_fall=0.25,11,2.3636363636363638,1.4937887931959075
44.0,,,,,,,,delta_rise=0.0_fall=0.5,10,2.6,1.4966629547095767
44.0,,,,,,,,delta_rise=0.0_fall=0.75,10,2.6,1.4966629547095767
44.0,,,,,,,,delta_rise=0.0_fall=1.0,10,2.6,1.4966629547095767
44.0,,,,,,,,delta_rise=0.25_fall=0.0,11,2.3636363636363638,1.4937887931959075
44.0,,,,,,,,delta_rise=0.25_fall=0.25,11,2.3636363636363638,1.4937887931959075
44.0,,,,,,,,delta_rise=0.25_fall=0.5,10,2.6,1.4966629547095767
44.0,,,,,,,,delta_rise=0.25_fall=0.75,10,2.6,1.4966629547095767
44.0,,,,,,,,delta_rise=0.25_fall=1.0,10,2.6,1.4966629547095767
