"word","distance_to_centroid","distance_to_domain","distance_to_first_item","Subject"
"turtle",0.779347049540215,1.18890452583575,1.08414286552553,823
"kangaroo",0.790920059371016,1.11054092420269,1.13555650751255,823
"zebra",0.786134543407378,1.11765828858977,1.16176651615411,823
"tiger",0.80755714662544,1.13699789913431,1.11649752645681,823
"lion",0.791257187173862,1.05855193950452,1.09555253396067,823
"gazelle",0.864828925475676,1.22821881686673,1.26587302973454,823
"reindeer",0.880778930142949,1.15991431108633,1.22667721701427,823
"doe",0.865529527169523,1.21610572908469,1.08097783495077,823
"skunk",0.821283480877651,1.17735568001305,1.16439197268452,823
"snail",0.810019917385673,1.20042229615771,1.1152276790185,823
"butterfly",0.812626398404698,1.17392380856495,1.10796020026342,823
"worm",0.855757701287968,1.22780003846999,1.15247198827542,823
"blue jay",0.855702163581481,1.2682472456516,1.22315927514729,823
"bird",0.701471570380189,1.07379314834099,1.01009507359507,823
"swan",0.852307613999713,1.22322953142548,1.20890584528535,823
"canary",0.832120095158879,1.19541719321321,1.16801244173706,823
"cardinal",0.859349660881011,1.22105323193002,1.21845340356387,823
"parakeet",0.80278345621954,1.1946089193589,1.12171325978222,823
"dog",0.710817915997884,0.926940359120858,0,824
"bear",0.768628965355487,1.12388948326659,1.03308931617168,824
"cat",0.736821542204543,1.01920890619539,0.867457595158494,824
"lion",0.756329034406581,1.05855193950452,1.09555253396067,824
"cheetah",0.772063629242,1.1395872374058,1.14695160232405,824
"tiger",0.748696557838527,1.13699789913431,1.11649752645681,824
"penguin",0.768729917746686,1.15620002078011,1.09024062195603,824
"zebra",0.789449482556231,1.11765828858977,1.16176651615411,824
"gorilla",0.776229641155884,1.11245245959525,1.11311897594554,824
"alligator",0.739855279799671,1.17218049712303,1.11561137194911,824
"crocodile",0.708459902219369,1.14277096325739,1.10561877282043,824
"koala",0.791506220279628,1.18959738674953,1.17679292989032,824
"lizard",0.770571759018796,1.15827964655824,1.115947767103,824
"iguana",0.79877638063735,1.18559506970146,1.12772959703542,824
"fish",0.748281542138666,0.98859879554237,0.991729370751397,824
"jellyfish",0.846584166642926,1.16127957600804,1.21275635757194,824
"shark",0.746356840244697,1.18051224038711,1.0906027082874,824
"whale",0.77750870713282,1.143048159231,1.1239687715978,824
"dog",0.710817915997884,0.926940359120858,0,824
"dog",0.701915610042928,0.926940359120858,0,825
"cat",0.695980591251694,1.01920890619539,0.867457595158494,825
"mouse",0.768347858550416,1.10481593397117,1.00358886691622,825
"rat",0.727509091713982,1.07995102832886,1.00412039494565,825
"muskrat",0.780076861113989,1.17414527403126,1.15608242745107,825
"frog",0.790455532199258,1.09311266529606,1.05010319320121,825
"fish",0.730273469027826,0.98859879554237,0.991729370751397,825
"giraffe",0.811349441010461,1.18844274658855,1.1766182122444,825
"horse",0.698216028722612,0.965888696108949,0.899299490539192,825
"elephant",0.73504272057732,1.04619490980886,1.11684809080827,825
"zebra",0.790780223955284,1.11765828858977,1.16176651615411,825
"leopard",0.777355981897561,1.13797163209713,1.14684930401292,825
"cheetah",0.767329807242954,1.1395872374058,1.14695160232405,825
"tiger",0.765875701049148,1.13699789913431,1.11649752645681,825
"eagle",0.818206459564942,1.17344117800103,1.12579073078095,825
"cockatoo",0.804817581244295,1.20713620253153,1.11296009072442,825
"dog",0.701915610042928,0.926940359120858,0,825
"cat",0.695980591251694,1.01920890619539,0.867457595158494,825
"ferret",0.798051091579918,1.15848646747173,1.10725467719149,825
"goldfish",0.811869534174686,1.06808974496028,1.09075150698093,825
"bass",0.872036483677515,1.18137962304228,1.16292166583625,825
"crappie",0.866012690270078,1.27277313042336,1.2212850303123,825
"tapir",0.776555887331923,1.11870978386706,1.12946910615265,825
"elephant",0.73504272057732,1.04619490980886,1.11684809080827,825
"crocodile",0.778692345138061,1.14277096325739,1.10561877282043,825
"snail",0.808236511571347,1.20042229615771,0,826
"eagle",0.793756982799621,1.17344117800103,1.26940851370973,826
"canary",0.833910783426711,1.19541719321321,1.21470718565695,826
"crow",0.811772333400587,1.21928077291798,1.22666684991086,826
"bird",0.679645771174613,1.07379314834099,1.11613605376093,826
"dog",0.746872213028301,0.926940359120858,1.1152276790185,826
"cat",0.739563887896407,1.01920890619539,1.10944261646417,826
"mouse",0.772577180294477,1.10481593397117,1.08308377130857,826
"lizard",0.804805739499598,1.15827964655824,1.25515975799432,826
"frog",0.74514100260168,1.09311266529606,1.09780969300747,826
"slug",0.792715352843255,1.20753319248615,0.873217921048178,826
"crane",0.835432430912669,1.22665468877589,1.24722386761564,826
"flamingo",0.788092805974758,1.20073936665349,1.22653958896595,826
"egret",0.78127584691911,1.20411669590078,1.17766392721908,826
"snake",0.755552434444979,1.10865295182169,1.0963441649351,826
"hippopotamus",0.804903640690528,1.15659977897511,1.12500721645459,826
"giraffe",0.806466449537571,1.18844274658855,1.18575797711422,826
"lion",0.795529171943031,1.05855193950452,1.21399037299771,826
"dog",0.787214151506408,0.926940359120858,0,827
"cat",0.783529513547293,1.01920890619539,0.867457595158494,827
"bird",0.759042103919273,1.07379314834099,1.01009507359507,827
"elephant",0.714571227796694,1.04619490980886,1.11684809080827,827
"giraffe",0.766167225461902,1.18844274658855,1.1766182122444,827
"gorilla",0.777198714111397,1.11245245959525,1.11311897594554,827
"monkey",0.7500110626266,1.07765782046529,1.02394317171624,827
"ostrich",0.756144289752841,1.22836893673411,1.23191979429873,827
"armadillo",0.803361034010567,1.17354896519193,1.21947061801334,827
"pangolin",0.783514758400371,1.1956242820337,1.19509378105317,827
"lion",0.716709581064596,1.05855193950452,1.09555253396067,827
"puma",0.785920915745436,1.15576661050537,1.17269928062431,827
"cheetah",0.708824085781869,1.1395872374058,1.14695160232405,827
"octopus",0.799987983329241,1.1974860366461,1.20465638047758,827
"tiger",0.742389184464964,1.13699789913431,1.11649752645681,827
"eagle",0.788946486588748,1.17344117800103,1.12579073078095,827
"hawk",0.800266423070685,1.18909948871919,1.17307740149811,827
"horse",0.750152027523142,0.965888696108949,0.899299490539192,827
"zebra",0.762473552050776,1.11765828858977,1.16176651615411,827
"baboon",0.698930421114005,1.15012684992934,1.15099198393117,827
"hyena",0.773708493479045,1.11958025880767,1.18207745823593,827
"gorilla",0.824350194725325,1.11245245959525,0,828
"monkey",0.756947759836622,1.07765782046529,0.95607547781684,828
"salamander",0.811345460437393,1.18879501552329,1.19095396077573,828
"horse",0.691648624362725,0.965888696108949,1.17478193272842,828
"pig",0.745612887512483,1.1056965981979,1.19234703759537,828
"cow",0.756155337409745,1.03939429814665,1.1006408802803,828
"chicken",0.766705210906345,1.12164530625985,1.18704561392764,828
"goat",0.773432327581445,1.08472378545158,1.16864589987808,828
"donkey",0.76635950504315,1.08371708158835,1.08817652625258,828
"bird",0.734179216971566,1.07379314834099,1.07190117765283,828
"snake",0.735616081412803,1.10865295182169,1.15728236041292,828
"rat",0.694702124712801,1.07995102832886,1.15428740228155,828
"mouse",0.739689087029814,1.10481593397117,1.16461610505866,828
"mole",0.869675442828382,1.21726216691728,1.22184601569357,828
"dog",0.699011544298716,0.926940359120858,1.11311897594554,828
"cat",0.702933247867262,1.01920890619539,1.16565787368717,828
"hamster",0.766491143558641,1.09038119952137,1.11971642112996,828
"guinea pig",0.789297195069367,1.0762220833286,1.13527682269075,828
"spider",0.761414439149196,1.17267982481853,1.1728502136092,828
"fly",0.818697780230935,1.185276732661,1.26085012815547,828
"bee",0.813995238942741,1.20129180582889,1.18374987218831,828
"wasp",0.854585636374372,1.22894322981949,1.1887007026723,828
"centipede",0.871591236643156,1.23432319385558,1.17167712611242,828
"bat",0.749287588822908,1.14760293454915,1.16433501190466,828
"dog",0.690569732975448,0.926940359120858,0,829
"cat",0.682212240639251,1.01920890619539,0.867457595158494,829
"rabbit",0.691360288928728,1.04671233415507,0.976801833619715,829
"gerbil",0.754639273120019,1.1190891012329,1.06847284925107,829
"mouse",0.680843212463345,1.10481593397117,1.00358886691622,829
"chinchilla",0.776158965456492,1.16267681872322,1.13401978199914,829
"iguana",0.82897563291457,1.18559506970146,1.12772959703542,829
"bird",0.721983413804808,1.07379314834099,1.01009507359507,829
"owl",0.798478926690071,1.18092650248244,1.16433237850303,829
"fish",0.754204793383701,0.98859879554237,0.991729370751397,829
"snake",0.719866902592257,1.10865295182169,1.04570627686665,829
"lion",0.789005247302475,1.05855193950452,1.09555253396067,829
"bear",0.806724665826653,1.12388948326659,1.03308931617168,829
"peacock",0.826673540203778,1.1683612548568,1.19224441146023,829
"mouse",0.680843212463345,1.10481593397117,1.00358886691622,829
"cat",0.75182952013451,1.01920890619539,0,830
"dog",0.751738780179962,0.926940359120858,0.867457595158494,830
"fish",0.778059021024315,0.98859879554237,1.03820680338852,830
"frog",0.757763015490924,1.09311266529606,1.05377036144737,830
"duck",0.818019442601953,1.17873004365005,1.07417529512646,830
"eagle",0.771796239105673,1.17344117800103,1.14973933430312,830
"zebra",0.78579308296028,1.11765828858977,1.14692971349433,830
"giraffe",0.823193194178059,1.18844274658855,1.17450121575645,830
"alligator",0.76513784197331,1.17218049712303,1.12875287048276,830
"shark",0.772956952517602,1.18051224038711,1.0996689429111,830
"whale",0.803314866997648,1.143048159231,1.10235163517106,830
"ladybug",0.886602934718986,1.24070408417798,1.20397939983436,830
"worm",0.843733603404228,1.22780003846999,1.13872973726062,830
"fly",0.814152447433876,1.185276732661,1.08079926937237,830
"bee",0.836178996429659,1.20129180582889,1.11440654992153,830
"snake",0.756942130344021,1.10865295182169,1.05716809941006,830
"hawk",0.800071788223014,1.18909948871919,1.20803752946435,830
"vulture",0.830387871787405,1.21277925549494,1.22733350263623,830
"elephant",0.756976502779914,1.04619490980886,1.0988771715258,830
"panda",0.842490215935387,1.14953149364335,1.13323148485296,830
"panther",0.759899570624973,1.12540293292384,1.00659497552622,830
"wolf",0.746168764326996,1.0770628836108,1.0534889515561,830
"mountain lion",0.840783316706784,1.16768866695378,1.10644689331966,830
