word,distance_to_centroid,distance_to_domain,distance_to_first_item,ID
bird,0.7235971581514544,1.0737931483409942,0.9983949501850387,24
cheetah,0.7736079549299905,1.1395872374057958,1.10568407721678,24
lion,0.7576644349128528,1.058551939504521,1.051988795264514,24
giraffe,0.7884882410662891,1.1884427465885492,1.1745012157564525,24
zebra,0.7799510745356287,1.1176582885897683,1.1469297134943308,24
hippo,0.8019922021532416,1.1574642872180168,1.1783087575995743,24
panda,0.8366937744395287,1.149531493643352,1.1332314848529572,24
horse,0.6938810060468856,0.965888696108949,0.9580666073422256,24
pig,0.7644631144926093,1.1056965981978975,1.025668791385112,24
chicken,0.7660774582630592,1.1216453062598462,1.0119363553642762,24
lamb,0.8054749235017736,1.1388038401363187,1.1288517737364039,24
cow,0.7524273208106055,1.0393942981466475,1.058624590599432,24
bird,0.7235971581514544,1.0737931483409942,0.9983949501850387,24
butterfly,0.8040782135635787,1.1739238085649506,1.1251478792041218,24
scorpion,0.8681515072590724,1.2141302043940712,1.1895267440468367,24
shark,0.7632093059566258,1.1805122403871113,1.0996689429110984,24
whale,0.7798350129945711,1.1430481592310042,1.1023516351710632,24
cat,0.7085096430814074,1.0192089061953933,0.0,25
dog,0.7237007073845286,0.9269403591208584,0.8674575951584943,25
lizard,0.7893537430203703,1.15827964655824,1.1278126332605123,25
turtle,0.7607053462896725,1.1889045258357533,1.0991275841268757,25
mouse,0.7641553256049377,1.1048159339711667,0.9267276706433802,25
deer,0.805087517143954,1.0670022123976246,1.136588276312349,25
zebra,0.8117126774045548,1.1176582885897683,1.1469297134943308,25
lion,0.7517745285742977,1.058551939504521,1.051988795264514,25
tiger,0.7565594198232503,1.1369978991343088,1.0270121376671233,25
panther,0.7552827713748883,1.1254029329238397,1.0065949755262171,25
crocodile,0.7544643366146981,1.1427709632573886,1.1161417727257383,25
frog,0.76622645159912,1.0931126652960574,1.0537703614473668,25
bird,0.7548544540354304,1.0737931483409942,0.9983949501850387,25
crab,0.8077675026338391,1.2101634255908607,1.1305841293583596,25
fish,0.7204686107893963,0.9885987955423701,1.038206803388522,25
octopus,0.8057973975208843,1.1974860366461029,1.2057813856706245,25
dolphin,0.8183717124502329,1.148120934302907,1.1671267322870036,25
whale,0.7794457399815703,1.1430481592310042,1.1023516351710632,25
fox,0.8301223691787794,1.1562210376241773,1.1291642861175204,25
monkey,0.7366486075846217,1.0776578204652905,1.0166223194661992,25
koala,0.7818365850719486,1.1895973867495286,0.0,26
tiger,0.7690607438633223,1.1369978991343088,1.1284915328242733,26
bear,0.7672092668270206,1.123889483266586,1.0543251681981813,26
dog,0.7290139597463992,0.9269403591208584,1.1767929298903161,26
cat,0.7340605588389665,1.0192089061953933,1.178906507776127,26
shark,0.7749743772386702,1.1805122403871113,1.141890254244124,26
fish,0.7845819880097514,0.9885987955423701,1.2329735178033476,26
hamster,0.8035145717072061,1.090381199521366,1.1487751010790712,26
red panda,0.8168092082076602,1.178595548641194,1.039989915935457,26
giant panda,0.8256312202886226,1.205996685640187,1.059718723269458,26
giraffe,0.8009848069214484,1.1884427465885492,1.0749707693833088,26
elephant,0.7187070932829567,1.0461949098088636,1.0846428572754472,26
lion,0.7519981672733902,1.058551939504521,1.1368511523178222,26
leopard,0.8083108381729838,1.1379716320971307,1.1666328051393013,26
rabbit,0.7369963787671179,1.0467123341550726,1.0928631925662542,26
horse,0.6989491822413556,0.965888696108949,1.1914307371673516,26
bat,0.7572115653914169,1.147602934549153,1.106970487807954,26
anteater,0.808379093634813,1.1060189396094344,1.0848592338972776,26
deer,0.7680870810226212,1.0670022123976246,1.1606474093026145,26
sheep,0.8157924456516816,1.076740531262682,1.143763244064964,26
cow,0.7548983700939932,1.0393942981466475,1.16414431192547,26
pig,0.7671305258621647,1.1056965981978975,1.1740383815624644,26
praying mantis,0.8488696286652703,1.1923823270381992,1.107750005098323,26
butterfly,0.8078515985923146,1.1739238085649506,1.0835602498561618,26
moth,0.8439201387762003,1.2228916942898875,1.090341801271097,26
fly,0.8851149174313939,1.1852767326609974,0.0,28
deer,0.7901011377302489,1.0670022123976246,1.1960076760035172,28
polar bear,0.7455286515798641,1.1610228591656826,1.223020335971944,28
brown bear,0.8034936309957239,1.1885268485171616,1.3059181584913924,28
black bear,0.7517705093630811,1.131171484880373,1.2838556952520408,28
jellyfish,0.8314097535635928,1.1612795760080417,1.2385283329060122,28
giant squid,0.8010702460181448,1.2569426696416308,1.248941185231484,28
blue whale,0.7988774687418836,1.180390543395469,1.255814793181656,28
mako shark,0.845605836640981,1.3368839592627413,1.288010527024981,28
great white shark,0.7585222435083115,1.2070568813897746,1.209052055522304,28
